iter	Logloss
174	0.4241018554
175	0.4234324237
176	0.4228374469
177	0.4223893256
178	0.421507298
179	0.4208394899
180	0.4201995154
181	0.4196458251
182	0.4189790442
183	0.4184004362
184	0.4177709656
185	0.4171373862
186	0.4166669317
187	0.4161608237
188	0.4155372181
189	0.415005861
190	0.4144537943
191	0.4139410261
192	0.4134121873
193	0.4128392455
194	0.4122323731
195	0.4118799133
196	0.4113277141
197	0.4105327991
198	0.4100648961
199	0.4093379084
200	0.4088889918
201	0.4080656137
202	0.4075408836
203	0.4070369625
204	0.4064297257
205	0.4059343535
206	0.4054945823
207	0.4049613033
208	0.4044640424
209	0.4038212846
210	0.4033905924
211	0.4027386229
212	0.4021796642
213	0.4015503261
214	0.401083152
215	0.4006573639
216	0.4001707394
217	0.3997758333
218	0.3993327486
219	0.3988502991
220	0.398162411
221	0.3977018309
222	0.3972993368
223	0.3967586687
224	0.3963674407
225	0.3958694508
226	0.3951203619
227	0.3946644538
228	0.3943245191
229	0.3938417383
230	0.3933489838
231	0.3927570554
232	0.3922679127
233	0.3918511042
234	0.3913762758
235	0.3909221902
236	0.3903976258
237	0.3900076569
238	0.3895678857
239	0.3890612144
240	0.38855673
241	0.3881172901
242	0.3877077382
243	0.3872144535
244	0.386797148
245	0.3864557885
246	0.3859574342
247	0.3854977487
248	0.3849541978
249	0.3844876533
250	0.3838870766
251	0.3835091358
252	0.3830056786
253	0.3824868135
254	0.3819852781
255	0.3816059456
256	0.3811391692
257	0.3806651361
258	0.3803109532
259	0.3800204564
260	0.3796104406
261	0.3792132814
262	0.3788347772
263	0.3783795318
264	0.3778989048
265	0.3773388195
266	0.3769765185
267	0.3764165988
268	0.3760425017
269	0.3755035235
270	0.3749442665
271	0.3743803706
272	0.3739126332
273	0.3735906578
274	0.3732233866
275	0.3727938541
276	0.37253636
277	0.3721451319
278	0.3715790822
279	0.3709105783
280	0.3705335321
281	0.3702477736
282	0.3698182743
283	0.3694229043
284	0.369010801
285	0.3685972067
286	0.3680333439
287	0.3676483453
288	0.3673174234
289	0.3669395157
290	0.3666359304
291	0.3662068287
292	0.3656993622
293	0.3653113814
294	0.3647387377
295	0.364279748
296	0.3638829201
297	0.3635552455
298	0.3630123573
299	0.3625599616
300	0.3620129978
301	0.3615888664
302	0.3611213278
303	0.3607594576
304	0.360359515
305	0.3600213365
306	0.3595728175
307	0.3592493511
308	0.3588334372
309	0.3585104016
310	0.3581502875
311	0.3576388778
312	0.3569096701
313	0.3563963386
314	0.3560292993
315	0.3555163322
316	0.3549851077
317	0.3546216138
318	0.3541750168
319	0.3537552261
320	0.3532868923
321	0.3527960927
322	0.3523354132
323	0.3518988229
324	0.3516090882
325	0.3511837971
326	0.3508052598
327	0.3505169167
328	0.3500592193
329	0.349621867
330	0.3491755019
331	0.3487376525
332	0.3482634537
333	0.3479852832
334	0.3476659918
335	0.3471247272
336	0.3467530821
337	0.3464588078
338	0.3460291097
339	0.3456429182
340	0.3452326705
341	0.3449115235
342	0.3445497527
343	0.3442557104
344	0.3438506649
345	0.343388925
346	0.3429179735
347	0.3424708131
348	0.3420422085
349	0.3417229834
350	0.3414049511
351	0.3408832032
352	0.3405332617
353	0.3401185076
354	0.3398604502
355	0.3396844357
356	0.3392696484
357	0.3388160598
358	0.338537094
359	0.3380274736
360	0.3374659635
361	0.337056014
362	0.3366216107
363	0.3362604363
364	0.3357682119
365	0.3353432853
366	0.3349579222
367	0.3345474757
368	0.3341122771
369	0.3336612068
370	0.3332403558
371	0.332758569
372	0.3323324495
373	0.332003317
374	0.3316463508
375	0.3312751695
376	0.3309448772
377	0.3306404636
378	0.3303034779
379	0.3299131114
380	0.3294591583
381	0.3291409272
382	0.3287136811
383	0.328385642
384	0.3279909347
385	0.327704381
386	0.3273040407
387	0.3269059536
388	0.3263075308
389	0.3260865517
390	0.3257766376
391	0.3254495925
392	0.3250880868
393	0.3247569661
394	0.3243403564
395	0.324034054
396	0.323581824
397	0.3231975874
398	0.3229383371
399	0.3225358762
400	0.3220689341
401	0.3215545091
402	0.3212761397
403	0.3208978676
404	0.3204723114
405	0.3202137569
406	0.3196858459
407	0.3194919715
408	0.319107006
409	0.3187912932
410	0.3183810786
411	0.317995119
412	0.3176123736
413	0.3173797309
414	0.3171077567
415	0.3166934002
416	0.3163336838
417	0.3160012708
418	0.3156273725
419	0.3151465798
420	0.3146301336
421	0.3142271425
422	0.3137231883
423	0.3133690717
424	0.3130601185
425	0.3127668383
426	0.3122774636
427	0.3120647352
428	0.3116069384
429	0.3111814816
430	0.3109003289
431	0.3107131146
432	0.3103005474
433	0.3099265166
434	0.3096868492
435	0.3094018197
436	0.3089058511
437	0.3083939112
438	0.3081357875
439	0.3078011214
440	0.3076181816
441	0.3072453436
442	0.3070059082
443	0.306707757
444	0.3063335936
445	0.3059762961
446	0.3056341414
447	0.3052739279
448	0.3050674289
449	0.304713213
450	0.304394021
451	0.3041185344
452	0.3038471234
453	0.3035678263
454	0.3031326609
455	0.3027671789
456	0.302490135
457	0.3021259453
458	0.3016639072
459	0.3012894124
460	0.3009586562
461	0.3005510262
462	0.3001278889
463	0.2997979279
464	0.2994668072
465	0.2992444365
466	0.2989735557
467	0.2986647681
468	0.2983320901
469	0.2980214801
470	0.2976136844
471	0.297273816
472	0.2968527994
473	0.2964865884
474	0.2961780329
475	0.2959160323
476	0.2954715228
477	0.2949623332
478	0.2946774362
479	0.2942328603
480	0.293939812
481	0.2936001093
482	0.2932607048
483	0.2929959209
484	0.292464365
485	0.2921543183
486	0.2917466221
487	0.2913492308
488	0.2909029651
489	0.2904987812
490	0.2900274652
491	0.2894394468
492	0.2890752239
493	0.2887515587
494	0.2883698404
495	0.2879972675
496	0.2877258235
497	0.2875051426
498	0.287090521
499	0.2866430293
500	0.2862334112
501	0.2858055355
502	0.2853864738
503	0.2850855062
504	0.2846865908
505	0.2843638533
506	0.2839291849
507	0.2835560818
508	0.283278342
509	0.2827747523
510	0.2823525428
511	0.2820617477
512	0.2816973923
513	0.2814084528
514	0.2810408171
515	0.2806792119
516	0.2803685688
517	0.2799878447
518	0.2796729602
519	0.2793862077
520	0.2789716524
521	0.2783899628
522	0.2781758427
523	0.2776694862
524	0.2773782769
525	0.2769969563
526	0.2766470148
527	0.276362416
528	0.2758999471
529	0.2755857586
530	0.2751338267
531	0.2746123274
532	0.2743182685
533	0.2739340816
534	0.2735334266
535	0.273126012
536	0.2727864418
537	0.2724460763
538	0.2719998934
539	0.2717374953
540	0.2713341397
541	0.271075519
542	0.270682485
543	0.2703897681
544	0.2701258954
545	0.2697314864
546	0.2692652401
547	0.2688330071
548	0.2685712386
549	0.2681323454
550	0.2678185876
551	0.2674151492
552	0.2670034767
553	0.2666398669
554	0.2663540255
555	0.2657976016
556	0.2654128018
557	0.2649913212
558	0.2646626028
559	0.2642275534
560	0.2638382472
561	0.2635928971
562	0.2632059104
563	0.2628594812
564	0.2624457046
565	0.2620323256
566	0.2617037397
567	0.2614086205
568	0.2611701957
569	0.2607883118
570	0.2604076207
571	0.2600768314
572	0.259575031
573	0.2591958973
574	0.2588071544
575	0.2584494923
576	0.2580647256
577	0.2577161592
578	0.2572961035
579	0.2569908283
580	0.2565757925
581	0.2561735636
582	0.2557437661
583	0.255385607
584	0.2549733049
585	0.2545799562
586	0.254352814
587	0.2540307061
588	0.2535909845
589	0.2532128283
590	0.2528722641
591	0.2525149665
592	0.25218928
593	0.2519922577
594	0.2516445032
595	0.2512420754
596	0.2509245401
597	0.2505445449
598	0.2503188441
599	0.2498881353
600	0.2496064525
601	0.2492106186
602	0.2489088889
603	0.248544898
604	0.2482556769
605	0.2478584679
606	0.2474780916
607	0.2472554724
608	0.246899699
609	0.2465810206
610	0.2461463522
611	0.2458135085
612	0.2454838126
613	0.2452108278
614	0.2448976001
615	0.2446466336
616	0.2442368167
617	0.2438519506
618	0.243430702
619	0.2430695939
620	0.2427196523
621	0.242501788
622	0.2420862386
623	0.2416559772
624	0.2413469743
625	0.2410465535
626	0.2407761366
627	0.2404835853
628	0.2400884804
629	0.2396781002
630	0.23927998
631	0.2389619146
632	0.2385767503
633	0.2382090151
634	0.2379640793
635	0.2376082397
636	0.2372823378
637	0.2369308389
638	0.2367336675
639	0.2363397886
640	0.2360276876
641	0.2357250301
642	0.2354506866
643	0.2350282949
644	0.2347358596
645	0.2343542573
646	0.233976681
647	0.233693507
648	0.2334919452
649	0.233163144
650	0.2328624083
651	0.2325839893
652	0.2323127606
653	0.2318641257
654	0.2314510449
655	0.2311839415
656	0.2308912246
657	0.2306039087
658	0.2302194403
659	0.2299890839
660	0.2296033232
661	0.2292445677
662	0.2289031916
663	0.2286576759
664	0.2283143614
665	0.2279249724
666	0.2276260426
667	0.2273836581
668	0.2270210258
669	0.2267143258
670	0.226442948
671	0.2260418456
672	0.2258090041
673	0.2255754833
674	0.2252691147
675	0.2249904637
676	0.2247490567
677	0.2244623704
678	0.2241415548
679	0.2238648753
680	0.2235433142
681	0.2232589307
682	0.2229792029
683	0.2226815156
684	0.2223595734
685	0.2219666389
686	0.2216699457
687	0.221438032
688	0.2210774209
689	0.2207602005
690	0.2204843329
691	0.2201619599
692	0.2198145532
693	0.2194453435
694	0.21918997
695	0.2190140052
696	0.2188198823
697	0.2184528264
698	0.2181738772
699	0.2178831318
700	0.2175741455
701	0.2172948483
702	0.2170341566
703	0.2167649823
704	0.2165639175
705	0.2163207213
706	0.2161613406
707	0.2158822754
708	0.2155775304
709	0.2153737983
710	0.215072549
711	0.2148563414
712	0.2144929304
713	0.2140974444
714	0.2138745104
715	0.2135745037
716	0.2133104488
717	0.2130950861
718	0.2127842608
719	0.2124718781
720	0.2121496211
721	0.2117159302
722	0.211405519
723	0.211191283
724	0.2109152828
725	0.210696093
726	0.2104016531
727	0.2100582558
728	0.209806494
729	0.2095002579
730	0.2092460276
731	0.2088839752
732	0.2085487125
733	0.208259889
734	0.207953305
735	0.2077332371
736	0.2074929402
737	0.2072072148
738	0.206939631
739	0.2067317403
740	0.2065493639
741	0.2062368652
742	0.2059541882
743	0.2057303927
744	0.2054318108
745	0.2052120246
746	0.2048486964
747	0.2046487251
748	0.2043540863
749	0.2041009661
750	0.2037784274
751	0.2035815377
752	0.203338623
753	0.2030405879
754	0.2027008852
755	0.2023905734
756	0.2021377348
757	0.2019039655
758	0.2016543079
759	0.2013338402
760	0.2010620979
761	0.2007568558
762	0.2005284544
763	0.2003097451
764	0.1999759571
765	0.1996415228
766	0.1992972971
767	0.1990389249
768	0.1989063507
769	0.1986992388
770	0.198382184
771	0.1981195539
772	0.1978672951
773	0.197625474
774	0.1974360065
775	0.1970756605
776	0.1967980202
777	0.1965248033
778	0.1962428388
779	0.1959760005
780	0.1957344279
781	0.195493286
782	0.1952353942
783	0.1950507645
784	0.1948510749
785	0.1945370354
786	0.1942504651
787	0.1939329961
788	0.1936070611
789	0.1933503291
790	0.1930664924
791	0.1929052893
792	0.1927139001
793	0.1924254079
794	0.1921648156
795	0.1919365468
796	0.1918163983
797	0.1915177833
798	0.1913198001
799	0.1911199282
800	0.1909226077
801	0.1907160425
802	0.1905685574
803	0.1902664963
804	0.1899563834
805	0.1897358185
806	0.1894698417
807	0.1893027903
808	0.1890580532
809	0.1887517177
810	0.1884500543
811	0.1882137336
812	0.1879446421
813	0.1877705494
814	0.187476242
815	0.1872100996
816	0.1869048244
817	0.1867221165
818	0.1865333781
819	0.1862863547
820	0.1860328699
821	0.1858525147
822	0.1855900171
823	0.1854258153
824	0.1851587948
825	0.1849477563
826	0.1847067138
827	0.1843937181
828	0.1842175213
829	0.1839720719
830	0.1837212214
831	0.1834219105
832	0.1831451648
833	0.1828687836
834	0.1826395538
835	0.1823999361
836	0.1822562285
837	0.1820492159
838	0.1818439098
839	0.1817082209
840	0.1815193002
841	0.1813250779
842	0.1811410115
843	0.1808977821
844	0.1806460038
845	0.180483409
846	0.180223728
847	0.1800297707
848	0.1798086757
849	0.1796009838
850	0.1792564102
851	0.1789224896
852	0.1787117659
853	0.178509094
854	0.1783459526
855	0.1781347484
856	0.177974937
857	0.177789976
858	0.177513661
859	0.1773129276
860	0.1770765406
861	0.1768612277
862	0.1766955348
863	0.176419634
864	0.1761482893
865	0.1758935785
866	0.1757306856
867	0.1755652412
868	0.175402282
869	0.1751975392
870	0.1749880581
871	0.1747887494
872	0.174636642
873	0.1745139421
874	0.1743832401
875	0.1741222667
876	0.1739338928
877	0.1736649007
878	0.1734820603
879	0.17326408
880	0.1730366892
881	0.1727931616
882	0.1725423774
883	0.172298916
884	0.1720386551
885	0.1718266556
886	0.1716594551
887	0.1714878476
888	0.1712722198
889	0.1710366944
890	0.1707876663
891	0.1705966084
892	0.1704165845
893	0.1701924576
894	0.1699454342
895	0.169742547
896	0.1695648757
897	0.1693334755
898	0.1690478993
899	0.1688828525
900	0.1686531257
901	0.1685174037
902	0.168285987
903	0.168032204
904	0.1677959662
905	0.1675161554
906	0.1672706563
907	0.1670080924
908	0.1667793266
909	0.166525759
910	0.1663152341
911	0.1661110049
912	0.165927916
913	0.1656940141
914	0.1655232847
915	0.1653053706
916	0.1650608986
917	0.1649590077
918	0.1646984651
919	0.1644883875
920	0.1642590253
921	0.1639480674
922	0.1637862513
923	0.1635048666
924	0.163325141
925	0.1630874452
926	0.1628222802
927	0.1626283726
928	0.1623920519
929	0.1621627228
930	0.1619002418
931	0.1616777219
932	0.1614433231
933	0.1612689984
934	0.1610152817
935	0.1608225008
936	0.160622049
937	0.1604657665
938	0.1602434786
939	0.1600142654
940	0.1598509582
941	0.1596137098
942	0.1593971874
943	0.1592274686
944	0.1590111615
945	0.1588193415
946	0.1586134721
947	0.1584448799
948	0.1581764511
949	0.1580584896
950	0.1578152436
951	0.1576176415
952	0.1573843195
953	0.1572325931
954	0.1570113158
955	0.1567758898
956	0.1566692936
957	0.156487
958	0.1563837174
959	0.1562410535
960	0.1559762033
961	0.1557771598
962	0.1556304037
963	0.1554033277
964	0.1552558095
965	0.1551029566
966	0.1549921522
967	0.1548020055
968	0.1546749815
969	0.1544999445
970	0.1543770292
971	0.1541956799
972	0.1540078692
973	0.1538374214
974	0.1536698895
975	0.1534362859
976	0.1532401914
977	0.1531090089
978	0.1528852465
979	0.1525983614
980	0.1524315916
981	0.1522711341
982	0.1520386074
983	0.1518325723
984	0.1516568891
985	0.151471166
986	0.1512355577
987	0.151046902
988	0.1508197929
989	0.1506326615
990	0.1504649971
991	0.1503029988
992	0.1500797334
993	0.1498809218
994	0.1496646976
995	0.1494542556
996	0.1493705228
997	0.1492371036
998	0.1490652476
999	0.1488892331
