SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
0,0,0,0,0,-0.431,0,-0.299,0,0,0,0,-0.5,-0.299,-0.299,0,0,0,-0.299,0
0,0,-0.299,0,-0.431,-0.5,0,0,-0.299,-0.299,0,0,-0.299,-0.299,0,-0.431,0,0,0,0
0,0,0,0,-0.5,-0.431,0,0,-0.5,0,-0.431,0,0,0,-0.299,0,0,0,0,-0.299
-0.314,0,-0.314,0,-0.314,-0.314,-0.314,-0.314,0,0,0,0,-0.447,0,-0.314,0,0,-0.314,0,-0.314
-0.363,0,-0.363,0,-0.24,-0.363,0,0,-0.24,-0.24,-0.24,-0.363,-0.24,0,-0.24,0,-0.24,-0.24,-0.24,0
-0.224,-0.224,-0.224,-0.184,-0.138,0,-0.082,-0.289,-0.365,-0.138,-0.224,-0.138,-0.289,-0.365,-0.184,-0.317,-0.184,-0.224,-0.082,-0.138
-0.375,0,-0.471,-0.299,0,-0.191,0,0,-0.191,-0.471,-0.191,-0.299,-0.191,0,-0.191,-0.191,0,0,0,-0.191
-0.266,0,-0.266,0,0,-0.47,-0.339,-0.168,-0.168,-0.437,0,-0.168,-0.168,0,-0.168,-0.266,-0.266,0,-0.168,-0.168
-0.232,0,-0.352,-0.352,-0.232,-0.232,0,0,-0.352,-0.232,-0.232,0,-0.232,0,-0.232,0,-0.232,-0.232,0,-0.431
-0.45,0,-0.138,-0.138,0,-0.138,-0.138,-0.342,-0.138,-0.45,0,-0.224,-0.138,-0.289,-0.289,-0.138,-0.138,-0.289,0,-0.138
-0.266,0,-0.437,-0.339,0,0,-0.339,0,0,-0.394,-0.168,0,-0.339,-0.266,0,-0.394,0,-0.168,0,-0.168
-0.187,0,-0.263,-0.294,-0.187,-0.228,-0.141,-0.141,-0.39,-0.263,-0.141,-0.228,-0.228,-0.294,-0.187,-0.322,-0.141,-0.084,-0.141,-0.187
-0.285,-0.368,-0.198,-0.162,-0.072,-0.33,-0.121,-0.259,-0.121,-0.23,-0.072,0,-0.162,-0.198,-0.259,-0.33,-0.33,-0.285,-0.121,0
-0.384,0,-0.329,-0.446,-0.214,-0.162,-0.097,-0.097,-0.296,-0.296,-0.162,-0.162,-0.162,-0.296,-0.214,-0.162,-0.097,-0.097,0,-0.097
0,-0.278,-0.176,0,-0.176,-0.52,0,-0.352,-0.176,-0.176,-0.278,0,0,0,-0.352,-0.408,0,-0.176,0,0
-0.391,0,-0.263,-0.391,-0.219,-0.335,-0.1,-0.166,-0.166,-0.391,-0.1,0,-0.263,-0.166,-0.263,-0.302,-0.1,0,0,0
-0.24,0,-0.24,-0.24,0,-0.24,-0.24,0,0,-0.491,0,0,-0.363,-0.363,0,-0.24,-0.24,0,-0.24,-0.24
-0.272,0,-0.476,-0.272,-0.401,-0.272,0,-0.272,0,0,-0.272,-0.272,0,0,-0.272,0,-0.272,-0.272,0,0
-0.25,-0.25,-0.156,-0.25,0,-0.32,0,-0.25,-0.156,-0.375,0,-0.156,0,-0.25,-0.32,-0.32,-0.156,-0.32,-0.25,0
-0.418,0,-0.156,-0.156,0,-0.25,0,-0.156,-0.156,-0.453,0,-0.156,-0.156,-0.156,-0.25,-0.48,-0.25,0,-0.156,0
0,0,-0.25,-0.156,-0.156,-0.375,-0.156,-0.25,-0.156,-0.32,-0.156,-0.25,-0.156,-0.156,-0.156,-0.48,-0.25,0,-0.25,0
-0.347,-0.228,0,-0.141,-0.141,-0.294,-0.141,0,-0.141,-0.426,-0.228,-0.294,-0.141,0,-0.141,-0.454,-0.294,-0.141,0,0
0,0,0,0,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,0,0,0,-0.314,-0.447,0,0,0
-0.459,-0.255,-0.211,-0.255,-0.16,-0.16,-0.16,0,-0.096,-0.355,-0.096,0,-0.255,-0.255,-0.326,-0.255,-0.16,-0.16,-0.096,-0.096
-0.236,-0.304,-0.147,-0.304,-0.236,-0.358,-0.088,-0.088,-0.195,-0.272,-0.088,-0.088,-0.236,-0.147,-0.304,-0.304,-0.195,-0.236,0,-0.195
-0.203,0,-0.392,-0.392,0,0,0,0,-0.203,-0.447,-0.203,0,-0.203,-0.314,-0.203,0,-0.203,-0.392,0,-0.203
-0.337,0,-0.22,-0.22,-0.136,0,0,-0.136,-0.38,-0.38,-0.22,-0.285,0,-0.22,-0.22,-0.285,-0.136,-0.337,-0.136,-0.136
-0.444,0,-0.345,-0.401,-0.172,0,-0.345,-0.172,-0.172,-0.345,0,0,-0.272,-0.272,0,0,-0.172,-0.172,0,-0.172
0,0,-0.431,0,0,-0.431,0,-0.299,0,-0.5,0,-0.299,0,0,-0.299,-0.431,0,0,0,0
-0.272,0,-0.401,-0.272,-0.272,-0.516,0,0,0,-0.476,-0.272,0,0,0,0,0,0,-0.272,0,0
0,-0.431,-0.431,-0.299,-0.191,0,-0.191,-0.299,-0.191,0,-0.191,-0.299,-0.191,-0.191,0,-0.191,0,-0.191,-0.191,-0.191
0,0,0,-0.363,0,-0.363,0,-0.24,0,-0.24,0,0,-0.363,-0.24,0,-0.491,0,-0.363,-0.363,0
0,0,-0.491,0,-0.442,0,0,-0.363,-0.442,-0.24,0,-0.24,-0.24,0,-0.24,0,0,0,0,-0.24
-0.2,0,-0.2,-0.2,-0.122,-0.122,0,-0.26,-0.122,-0.352,-0.2,-0.31,-0.2,-0.31,-0.352,-0.352,-0.122,-0.31,-0.122,0
-0.272,0,-0.401,-0.272,-0.401,-0.272,0,-0.272,0,-0.272,0,-0.401,0,0,-0.272,-0.272,-0.272,0,0,0
-0.323,0,0,0,-0.323,-0.401,0,0,-0.209,-0.323,-0.209,0,-0.323,-0.209,-0.401,-0.401,0,0,0,-0.209
0,0,0,-0.285,-0.415,0,-0.285,0,0,0,0,0,-0.415,-0.285,-0.488,-0.285,-0.285,0,-0.285,0
-0.347,-0.228,-0.141,0,-0.228,-0.347,-0.141,0,-0.228,-0.294,0,-0.294,-0.141,0,-0.228,-0.294,-0.347,-0.39,0,0
0,0,0,0,-0.447,-0.314,-0.314,0,-0.314,-0.314,-0.314,0,-0.447,-0.314,-0.314,0,0,0,0,0
0,0,0,0,-0.314,0,-0.314,0,0,-0.314,0,-0.314,-0.447,-0.447,-0.314,-0.314,0,-0.314,0,0
-0.447,0,0,-0.314,-0.314,0,0,0,-0.314,0,0,-0.314,0,-0.314,0,-0.447,0,-0.314,0,-0.314
-0.186,-0.292,-0.186,-0.186,-0.186,-0.367,0,0,-0.367,0,0,-0.292,-0.186,-0.292,-0.292,-0.292,-0.186,-0.186,-0.186,-0.186
-0.314,0,-0.369,-0.314,-0.245,-0.153,-0.153,-0.369,-0.153,-0.245,0,-0.314,0,-0.245,0,-0.153,-0.314,-0.245,-0.153,0
0,-0.431,-0.299,-0.299,-0.191,0,0,-0.299,-0.191,-0.299,-0.191,-0.471,0,0,0,-0.299,0,-0.191,-0.191,0
-0.363,0,-0.24,0,-0.363,-0.24,0,0,-0.24,-0.24,0,-0.24,-0.24,0,-0.363,-0.363,0,-0.363,0,-0.24
-0.224,0,-0.342,-0.224,-0.342,0,0,-0.224,-0.224,-0.42,0,-0.342,0,-0.224,0,-0.42,-0.342,0,0,0
-0.245,0,-0.314,-0.314,-0.153,-0.245,-0.153,0,0,-0.412,0,-0.153,-0.153,0,-0.245,-0.447,-0.314,-0.153,-0.153,-0.153
-0.431,0,-0.232,0,0,-0.431,-0.431,-0.232,0,-0.232,0,0,-0.232,-0.232,-0.232,0,0,-0.232,-0.352,0
-0.292,-0.292,-0.292,0,-0.292,-0.186,0,0,0,-0.292,-0.292,0,0,-0.367,-0.186,-0.423,-0.292,0,-0.186,-0.186
0,0,-0.464,0,-0.216,-0.216,0,-0.332,-0.216,-0.216,0,-0.216,-0.332,0,-0.216,-0.411,0,-0.332,0,-0.216
-0.469,0,-0.285,-0.22,-0.136,0,-0.22,0,-0.136,-0.488,-0.136,-0.136,-0.136,0,-0.38,-0.22,0,-0.136,-0.136,-0.136
-0.085,-0.296,-0.189,-0.142,-0.265,-0.296,0,-0.296,-0.142,-0.142,0,-0.189,-0.23,-0.324,-0.372,-0.372,-0.189,-0.142,0,-0.189
-0.511,0,0,0,-0.314,-0.447,-0.314,0,0,-0.447,0,0,0,0,-0.314,-0.314,0,0,0,0
-0.401,0,0,0,0,-0.516,0,0,0,-0.401,-0.272,0,0,0,-0.272,-0.272,0,-0.272,0,-0.401
-0.124,0,0,-0.264,-0.357,-0.124,0,-0.264,-0.357,-0.264,-0.314,-0.264,-0.392,-0.203,0,-0.203,-0.203,-0.314,0,0
-0.363,0,-0.24,-0.24,-0.24,-0.442,0,0,-0.24,-0.24,-0.24,0,-0.24,0,-0.24,-0.363,-0.24,0,-0.24,0
-0.375,-0.25,-0.25,-0.32,-0.207,-0.094,-0.094,-0.094,-0.156,-0.349,-0.156,-0.156,-0.207,-0.207,-0.349,-0.094,-0.32,-0.207,0,0
-0.309,-0.24,-0.09,-0.24,-0.199,0,-0.09,-0.199,-0.24,-0.199,-0.09,-0.199,-0.277,-0.15,-0.277,-0.338,-0.277,-0.277,-0.09,-0.277
-0.359,-0.415,-0.181,0,0,-0.181,-0.285,-0.181,0,-0.415,0,-0.181,-0.285,-0.181,-0.285,-0.181,-0.359,0,0,0
-0.375,-0.25,-0.25,-0.32,-0.156,-0.32,0,-0.156,0,-0.32,-0.156,-0.25,-0.25,-0.156,-0.25,-0.156,-0.25,-0.156,-0.156,0
0,-0.415,-0.359,-0.181,0,-0.181,0,-0.359,-0.285,-0.285,0,0,-0.181,-0.181,-0.181,0,-0.359,-0.285,0,-0.285
0,0,0,0,-0.314,-0.314,0,0,-0.314,0,0,-0.511,0,-0.314,0,-0.314,-0.314,0,-0.447,0
-0.388,0,0,0,0,0,0,0,-0.26,-0.464,0,-0.26,-0.26,0,-0.26,-0.388,-0.26,-0.388,0,-0.26
0,0,0,0,-0.191,-0.352,0,0,0,0,0,0,0,0,-0.375,0,0,0,-0.299,-0.191
-0.216,0,0,0,0,-0.464,-0.216,0,0,-0.411,0,-0.332,-0.216,0,0,0,-0.521,-0.216,0,-0.216
-0.431,0,0,0,-0.299,-0.528,0,0,0,-0.299,0,-0.299,-0.299,0,-0.299,-0.299,0,0,0,0
-0.413,0,-0.257,-0.12,0,-0.306,0,-0.12,0,-0.383,0,-0.348,-0.197,-0.306,-0.306,-0.197,-0.197,-0.197,0,-0.257
-0.314,0,0,-0.314,0,-0.314,0,-0.314,-0.314,-0.314,0,-0.314,-0.314,0,0,-0.314,0,0,-0.447,0
-0.23,0,-0.121,-0.415,-0.121,-0.198,-0.072,-0.23,-0.285,-0.35,-0.072,-0.198,-0.285,-0.23,-0.308,-0.23,-0.162,-0.285,0,-0.072
-0.401,0,0,-0.516,0,0,0,0,-0.272,-0.516,0,-0.272,0,-0.272,0,0,-0.272,0,0,0
-0.451,0,-0.278,-0.278,-0.278,-0.176,0,0,-0.352,-0.176,0,-0.176,0,0,-0.352,-0.278,0,-0.352,0,-0.278
0,0,0,-0.431,-0.299,0,0,-0.299,-0.299,-0.431,0,-0.299,-0.299,0,-0.299,-0.299,0,0,0,-0.299
0,0,0,0,-0.401,-0.272,-0.272,-0.272,0,0,0,-0.401,-0.272,0,-0.272,-0.272,-0.401,-0.272,0,-0.272
0,0,-0.42,-0.224,-0.342,-0.473,-0.224,-0.224,0,0,0,-0.224,-0.224,0,0,0,-0.224,-0.224,-0.342,-0.224
0,0,-0.299,-0.299,0,-0.299,0,0,-0.299,-0.299,0,-0.299,-0.299,0,-0.299,-0.431,0,0,-0.299,-0.299
-0.299,0,-0.144,-0.232,-0.144,-0.144,-0.232,0,-0.144,-0.352,0,-0.232,-0.352,-0.232,-0.352,-0.232,-0.232,-0.144,0,-0.352
-0.323,0,0,0,-0.323,-0.323,-0.209,0,0,-0.323,0,0,-0.401,0,-0.456,-0.456,0,0,0,-0.209
0,0,0,-0.285,-0.285,-0.415,0,0,0,0,-0.285,0,-0.488,0,-0.285,-0.285,0,-0.285,-0.285,-0.285
-0.5,0,-0.521,-0.332,0,0,-0.216,0,0,0,0,0,-0.216,0,-0.216,-0.411,0,-0.216,0,0
-0.437,0,0,0,0,-0.394,-0.168,0,-0.168,-0.339,0,0,-0.266,0,-0.339,-0.437,0,-0.168,-0.168,-0.339
-0.314,0,-0.245,-0.314,-0.153,0,0,0,-0.314,-0.369,-0.153,-0.153,-0.314,-0.314,-0.245,-0.314,0,-0.153,0,-0.314
0,-0.408,-0.278,-0.278,-0.482,-0.278,0,0,-0.278,-0.278,0,0,-0.278,0,-0.176,-0.176,0,-0.352,0,0
-0.191,0,0,0,0,-0.299,0,-0.191,0,-0.375,-0.431,-0.431,-0.191,0,-0.375,-0.299,-0.299,0,0,-0.191
-0.323,0,-0.209,-0.476,-0.209,0,0,-0.209,-0.272,-0.323,-0.128,-0.209,-0.128,-0.209,-0.366,0,-0.209,-0.209,0,-0.128
0,0,-0.224,-0.224,-0.224,-0.507,-0.224,0,0,-0.224,0,0,-0.224,0,-0.42,-0.342,-0.224,-0.224,-0.224,0
-0.272,0,0,-0.272,-0.172,-0.172,-0.172,0,-0.476,-0.272,0,0,-0.345,-0.345,-0.272,-0.401,0,-0.172,0,0
-0.277,-0.24,-0.09,-0.24,-0.199,0,-0.09,-0.24,-0.277,-0.15,-0.09,-0.15,-0.309,-0.15,-0.277,-0.338,-0.277,-0.277,-0.09,-0.277
-0.236,-0.304,-0.236,-0.236,-0.236,-0.332,-0.147,-0.147,-0.236,-0.304,-0.088,0,-0.272,-0.147,-0.272,-0.304,-0.147,-0.195,0,-0.195
0,0,-0.299,0,0,0,0,0,0,-0.299,0,-0.299,-0.5,0,0,-0.431,0,-0.431,0,-0.431
0,0,0,0,-0.476,-0.272,-0.272,0,-0.272,0,0,-0.272,-0.272,0,-0.401,-0.401,-0.272,0,0,-0.272
0,0,0,-0.314,-0.314,-0.314,0,0,0,0,0,-0.314,0,-0.314,-0.314,-0.314,-0.447,0,-0.314,-0.314
-0.359,-0.415,-0.285,-0.285,-0.359,-0.285,0,-0.181,-0.285,-0.181,-0.181,0,-0.181,0,0,0,-0.181,-0.359,0,0
-0.511,0,0,0,0,-0.392,0,-0.392,-0.447,-0.314,-0.203,0,0,0,0,-0.203,-0.314,0,0,0
-0.306,0,-0.306,-0.197,-0.197,-0.383,-0.197,-0.197,-0.197,-0.383,0,-0.439,0,0,-0.197,0,0,-0.383,0,0
-0.245,0,-0.369,-0.153,-0.245,-0.153,-0.153,-0.245,-0.245,-0.369,0,-0.245,0,-0.369,0,-0.153,-0.369,-0.153,-0.153,-0.153
-0.396,0,-0.144,-0.232,0,-0.144,-0.144,-0.232,-0.232,-0.299,0,-0.144,-0.396,-0.144,-0.352,-0.232,-0.144,0,0,-0.396
-0.481,0,-0.302,-0.1,-0.1,-0.391,-0.1,0,0,-0.365,0,0,-0.263,-0.166,-0.335,-0.302,-0.166,-0.219,-0.1,0
-0.272,0,0,-0.516,0,0,-0.516,0,0,0,-0.272,0,0,-0.401,0,-0.272,0,-0.272,0,0
-0.257,-0.197,-0.12,-0.12,-0.197,-0.306,-0.12,-0.12,-0.306,-0.197,-0.197,-0.257,0,-0.197,-0.348,-0.439,-0.257,-0.197,0,0
-0.415,0,0,-0.415,-0.285,-0.285,0,-0.285,-0.285,-0.415,0,0,0,-0.285,0,-0.415,0,0,0,0
-0.148,-0.306,-0.089,-0.148,-0.148,-0.148,-0.089,-0.089,-0.383,-0.335,-0.148,-0.306,-0.274,-0.148,-0.197,-0.335,-0.238,-0.274,-0.089,-0.089
0,0,0,0,-0.415,-0.415,0,0,-0.285,0,0,0,-0.285,-0.285,-0.415,0,0,-0.415,0,-0.415
-0.299,0,-0.299,0,-0.299,0,0,0,0,0,-0.299,0,-0.431,0,-0.299,-0.431,-0.299,-0.299,0,-0.299
-0.224,0,-0.224,0,-0.224,-0.224,0,-0.224,0,-0.342,0,0,-0.42,0,-0.342,-0.473,0,-0.224,0,-0.342
-0.272,0,0,-0.401,0,0,0,0,-0.272,-0.401,-0.272,0,-0.272,0,-0.272,-0.272,0,-0.476,0,-0.272
-0.375,0,0,0,-0.375,-0.25,0,-0.25,0,-0.25,0,0,-0.5,0,-0.375,-0.453,0,0,0,0
0,0,-0.464,-0.26,-0.26,0,-0.26,0,0,-0.388,0,-0.388,-0.26,0,-0.26,-0.26,-0.26,-0.26,0,0
-0.5,0,-0.216,0,0,0,0,0,-0.332,-0.5,0,0,-0.216,0,-0.411,-0.411,0,0,0,0
-0.415,-0.415,-0.285,-0.285,-0.359,-0.285,0,-0.181,-0.285,-0.285,0,0,-0.181,0,0,-0.181,0,-0.285,0,0
-0.176,0,-0.408,-0.176,-0.278,0,0,0,-0.352,-0.278,0,-0.176,0,-0.278,-0.352,-0.408,-0.278,-0.278,0,0
-0.299,0,-0.299,-0.528,0,-0.431,-0.191,-0.191,-0.191,-0.299,0,0,0,0,-0.299,0,0,0,-0.191,0
0,-0.278,-0.176,0,-0.176,-0.52,0,-0.176,-0.352,-0.451,-0.176,0,-0.176,0,-0.176,-0.352,0,0,0,0
-0.26,0,-0.26,-0.287,-0.164,-0.122,0,-0.164,-0.2,-0.418,-0.072,-0.2,-0.31,-0.287,-0.371,-0.287,-0.2,0,-0.122,-0.072
-0.323,0,-0.401,0,-0.209,-0.323,0,0,0,-0.209,0,-0.209,-0.401,-0.209,-0.401,-0.401,-0.209,0,0,0
-0.281,0,-0.235,-0.434,-0.108,-0.235,-0.108,-0.281,-0.178,-0.356,0,-0.281,-0.281,-0.108,-0.178,-0.178,-0.235,-0.235,0,-0.108
-0.5,0,0,-0.299,0,0,0,0,0,-0.299,0,-0.431,-0.431,0,-0.299,-0.431,0,0,0,0
-0.181,-0.415,-0.181,-0.359,-0.181,-0.285,0,-0.285,-0.285,-0.359,0,0,-0.181,0,0,-0.285,-0.285,0,0,-0.285
-0.37,-0.131,-0.276,-0.131,-0.276,-0.276,0,-0.131,-0.213,-0.276,-0.131,-0.276,-0.213,-0.213,-0.276,-0.276,-0.213,0,-0.131,-0.213
-0.306,0,-0.306,-0.197,0,0,-0.197,-0.306,0,-0.439,0,-0.439,-0.197,-0.383,-0.197,0,-0.197,-0.197,0,0
-0.234,-0.234,-0.193,-0.301,-0.193,-0.33,-0.145,0,-0.145,-0.301,0,-0.087,-0.27,-0.234,-0.301,-0.33,-0.301,-0.145,-0.145,-0.087
0,0,-0.209,0,-0.209,-0.323,0,0,-0.401,-0.209,0,0,-0.456,-0.323,-0.323,-0.456,0,-0.209,0,0
-0.172,0,-0.444,-0.401,-0.272,-0.172,0,-0.272,-0.172,-0.272,0,-0.172,-0.272,0,-0.272,-0.272,-0.272,0,0,-0.172
-0.314,0,0,0,0,-0.314,-0.314,-0.314,0,0,0,0,-0.517,-0.314,-0.314,0,0,0,0,0
-0.25,0,-0.25,-0.453,-0.25,0,0,0,0,-0.453,0,-0.375,-0.25,0,0,-0.375,-0.25,0,-0.25,0
0,0,-0.292,-0.514,0,-0.186,0,-0.186,-0.186,0,0,-0.186,-0.186,-0.367,0,-0.464,-0.186,-0.292,0,0
-0.401,0,0,0,-0.272,-0.476,0,-0.272,0,-0.401,0,-0.272,-0.272,0,-0.272,-0.401,0,0,0,0
-0.211,0,-0.326,-0.293,-0.211,-0.355,-0.211,-0.096,-0.16,-0.16,-0.16,-0.096,-0.16,-0.355,-0.255,-0.16,-0.096,-0.096,-0.211,-0.355
-0.314,0,-0.314,0,-0.314,-0.511,0,0,0,-0.447,0,0,0,0,-0.314,-0.314,0,0,0,-0.314
-0.314,0,0,0,-0.314,-0.314,0,-0.314,0,-0.314,0,0,-0.314,-0.314,-0.447,-0.314,0,0,0,-0.314
0,0,-0.431,-0.299,-0.431,-0.299,0,-0.299,0,0,0,-0.299,0,0,-0.299,-0.299,-0.299,0,0,-0.299
-0.388,-0.2,-0.26,-0.122,-0.122,-0.2,-0.2,-0.2,-0.2,-0.26,0,-0.26,-0.388,-0.122,-0.388,-0.2,-0.2,-0.122,0,0
-0.309,0,-0.24,-0.363,-0.15,-0.363,0,0,-0.24,-0.363,-0.24,0,-0.309,-0.363,0,-0.15,0,-0.15,-0.24,-0.15
-0.203,0,-0.203,-0.203,0,-0.447,-0.314,-0.314,-0.314,-0.203,0,-0.447,0,-0.203,0,0,-0.314,0,0,-0.203
-0.488,0,0,0,-0.285,-0.285,0,0,0,-0.285,0,0,-0.415,-0.285,-0.285,-0.285,0,-0.285,-0.285,0
-0.216,0,-0.28,-0.411,0,-0.133,-0.133,-0.216,-0.216,-0.332,0,-0.216,-0.133,-0.411,-0.133,-0.411,-0.133,-0.216,0,0
-0.24,-0.363,-0.363,-0.24,0,-0.24,0,-0.24,0,0,0,-0.24,-0.24,-0.24,-0.442,-0.24,0,-0.24,0,-0.24
-0.191,-0.299,-0.191,0,-0.191,-0.518,0,-0.299,-0.191,-0.191,-0.375,0,-0.191,0,-0.191,-0.299,0,-0.191,0,0
0,0,-0.299,0,-0.299,-0.5,0,0,0,-0.5,0,0,0,-0.299,0,-0.431,-0.299,0,0,0
-0.26,0,-0.464,-0.26,-0.26,0,0,-0.26,0,-0.388,0,-0.388,-0.26,0,-0.388,-0.26,0,0,0,0
-0.407,-0.309,-0.15,-0.469,0,-0.24,-0.24,0,0,-0.24,0,0,-0.309,-0.15,0,-0.309,-0.24,-0.24,0,-0.15
0,-0.456,-0.323,-0.323,0,-0.209,0,-0.209,0,-0.209,0,-0.323,-0.323,-0.209,0,-0.209,-0.209,-0.209,0,-0.323
-0.216,0,-0.464,-0.216,0,-0.464,0,0,0,-0.216,0,0,-0.464,-0.216,-0.216,-0.411,0,0,0,0
-0.299,0,0,0,-0.299,-0.5,0,0,0,-0.299,-0.299,0,-0.299,-0.299,-0.431,-0.299,0,0,0,0
-0.203,0,-0.314,-0.203,0,-0.203,-0.314,-0.203,0,-0.314,-0.314,-0.203,-0.392,0,-0.203,0,-0.203,-0.447,0,0
-0.232,0,-0.232,-0.232,0,0,0,0,-0.232,0,0,-0.232,-0.431,0,0,-0.431,-0.232,-0.513,0,-0.232
-0.528,0,-0.278,0,-0.352,-0.176,-0.176,0,0,0,0,0,-0.451,-0.176,-0.278,0,0,-0.278,0,-0.176
-0.476,0,0,0,-0.401,-0.401,0,-0.272,0,-0.272,0,-0.401,-0.272,0,-0.272,0,0,-0.272,0,0
-0.153,0,-0.092,-0.314,-0.203,-0.392,-0.153,-0.203,-0.203,-0.245,-0.153,-0.203,-0.203,-0.203,-0.314,-0.245,-0.245,-0.203,-0.153,-0.203
0,0,-0.272,-0.272,-0.401,-0.272,0,0,0,0,0,0,-0.516,0,-0.401,0,-0.272,-0.272,0,-0.272
0,0,0,0,-0.447,-0.314,0,-0.314,0,-0.511,0,-0.314,-0.314,0,-0.447,0,0,0,0,0
-0.314,0,-0.314,0,-0.314,-0.511,0,0,0,-0.447,-0.314,0,0,0,0,-0.447,0,0,0,0
0,0,-0.431,0,-0.299,-0.299,0,0,-0.5,-0.299,-0.299,0,0,-0.299,-0.299,0,0,0,0,-0.299
-0.272,0,0,0,-0.272,-0.401,-0.272,0,0,-0.401,0,0,-0.272,-0.401,-0.272,0,-0.272,-0.401,0,0
-0.39,0,-0.228,-0.347,-0.141,-0.347,-0.228,-0.228,-0.141,-0.228,0,-0.141,0,-0.141,-0.294,-0.294,-0.141,-0.141,-0.141,-0.294
-0.388,0,-0.164,-0.164,0,-0.26,-0.164,0,-0.164,-0.332,-0.122,-0.122,-0.371,-0.232,-0.31,-0.332,-0.2,-0.122,-0.232,-0.164
0,0,-0.447,-0.314,0,0,0,-0.314,0,-0.314,-0.314,-0.314,-0.314,0,0,-0.447,0,-0.314,0,0
-0.335,-0.306,-0.306,-0.274,0,-0.238,-0.148,-0.089,-0.306,-0.383,0,-0.238,-0.089,-0.238,-0.089,-0.274,-0.197,-0.148,-0.089,-0.148
0,0,-0.26,-0.332,-0.26,-0.26,0,-0.26,-0.388,-0.26,-0.164,-0.26,-0.164,-0.332,-0.164,-0.164,-0.164,-0.164,-0.164,-0.164
-0.2,0,-0.122,-0.388,-0.122,-0.352,-0.122,0,-0.122,-0.443,-0.122,-0.26,-0.352,0,-0.352,-0.26,0,-0.122,0,-0.2
0,0,-0.314,0,-0.314,-0.314,0,0,-0.314,-0.314,-0.314,0,-0.447,-0.314,-0.314,0,0,0,0,-0.314
-0.314,0,-0.314,-0.314,0,0,0,0,0,0,0,-0.511,0,0,-0.314,-0.314,-0.314,-0.447,0,0
-0.473,0,-0.224,0,-0.224,-0.342,0,-0.342,0,-0.224,0,-0.342,0,0,-0.342,-0.342,-0.224,0,0,-0.224
-0.232,0,-0.232,-0.352,-0.232,-0.352,-0.232,0,-0.232,-0.232,0,-0.232,-0.352,0,0,-0.431,-0.232,0,0,-0.232
-0.153,0,-0.245,-0.153,-0.153,-0.245,-0.153,-0.153,-0.153,-0.245,-0.245,-0.412,-0.245,-0.314,-0.153,-0.369,-0.153,-0.153,-0.153,-0.153
-0.224,0,0,0,-0.224,0,0,0,-0.224,-0.42,-0.224,-0.42,-0.42,0,-0.224,-0.342,-0.342,-0.224,0,0
-0.285,0,0,0,-0.415,-0.415,0,0,-0.285,-0.285,0,-0.285,0,-0.285,-0.285,-0.285,-0.285,-0.285,0,0
-0.25,0,-0.25,-0.375,-0.25,-0.375,0,0,0,-0.375,0,-0.375,-0.25,0,-0.453,0,0,0,0,-0.25
0,0,-0.388,-0.26,-0.26,0,0,-0.26,0,-0.26,0,0,-0.26,-0.388,-0.388,0,-0.388,-0.388,0,0
-0.187,-0.294,-0.228,-0.322,-0.263,-0.141,-0.084,-0.187,-0.141,-0.263,-0.187,-0.228,-0.141,-0.228,-0.322,-0.141,-0.228,-0.228,-0.141,-0.228
-0.436,0,-0.358,-0.436,0,0,0,0,-0.147,-0.147,-0.147,0,-0.304,-0.358,-0.304,-0.147,0,-0.401,0,0
-0.426,0,-0.141,-0.39,0,-0.228,0,0,0,-0.294,0,0,-0.454,-0.294,-0.141,-0.347,-0.141,-0.294,-0.141,0
-0.222,-0.222,-0.222,-0.137,-0.137,-0.222,-0.081,-0.256,-0.222,-0.287,-0.081,-0.137,-0.287,-0.256,-0.362,-0.222,-0.256,-0.287,-0.081,-0.137
-0.314,0,0,0,-0.314,-0.314,0,-0.314,0,-0.314,0,0,-0.447,0,-0.314,-0.447,0,-0.314,0,0
-0.375,0,-0.375,-0.25,0,0,0,-0.25,-0.25,-0.25,0,0,-0.25,-0.375,0,-0.375,-0.25,0,0,-0.375
0,0,0,0,0,-0.299,0,-0.299,0,-0.299,0,0,-0.5,-0.431,-0.299,0,0,0,0,0
-0.5,-0.25,-0.156,-0.32,-0.156,-0.375,0,0,-0.156,-0.25,0,0,-0.32,-0.156,0,-0.25,0,-0.25,-0.156,-0.156
-0.144,0,0,0,-0.232,-0.396,-0.144,0,-0.299,-0.232,-0.144,0,-0.396,-0.232,-0.482,-0.232,-0.232,-0.144,-0.144,0
0,0,-0.136,-0.38,-0.22,-0.285,-0.136,-0.136,-0.285,-0.136,-0.285,-0.22,-0.337,0,-0.337,-0.337,0,-0.22,-0.136,-0.22
-0.201,0,-0.201,-0.243,-0.151,-0.34,-0.091,-0.151,-0.201,-0.279,-0.201,-0.151,-0.151,-0.279,-0.34,-0.312,-0.243,-0.201,-0.151,-0.201
-0.292,0,-0.514,-0.367,0,-0.186,0,0,0,-0.186,0,0,-0.367,0,-0.423,0,-0.186,-0.292,0,-0.186
-0.25,0,0,-0.25,-0.25,-0.453,0,0,0,-0.25,-0.25,0,-0.25,0,-0.25,-0.524,0,0,-0.25,0
