RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,
0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00, 
0.00,1.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.50,1.00,1.67,0.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,2.33,1.00,0.00,0.00,1.00,0.00, 
1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00, 
0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00, 
1.00,1.00,1.33,1.40,0.00,1.00,1.00,1.44,1.00,1.40,1.00,1.50,1.67,1.00,1.00,1.33,1.00,1.00,1.00,1.50, 
1.00,1.50,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.33,0.00,0.00,0.00,0.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.50,1.50,1.50, 
1.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00, 
1.00,0.00,1.00,1.67,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00, 
0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.67,0.00,0.00,0.00,1.00, 
2.60,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00, 
1.00,0.00,0.00,1.67,0.00,0.00,1.00,1.00,1.33,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00, 
1.25,1.00,1.00,1.00,1.40,1.00,1.40,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00, 
1.00,1.00,1.67,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00, 
0.00,1.00,1.00,1.00,0.00,1.00,1.67,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00, 
1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.57,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.50,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00, 
1.22,1.00,0.00,1.00,0.00,1.00,2.38,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.33,1.00,0.00,1.00,0.00,1.00, 
1.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.80,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00, 
1.33,2.00,1.00,1.40,0.00,1.00,1.00,1.00,1.29,1.00,1.25,2.05,0.00,1.50,1.00,1.00,1.00,0.00,1.00,1.00, 
1.67,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,0.00,1.00,1.33,1.53,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00, 
1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40, 
1.00,1.29,1.50,1.00,1.00,1.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.17,1.00,1.00,1.00,1.29, 
1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00, 
0.00,0.00,0.00,1.67,0.00,0.00,1.50,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00, 
1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.50,1.00,1.00,0.00,0.00,1.00,0.00, 
1.00,1.00,1.50,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,0.00, 
1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.67,1.50,0.00,0.00,0.00,0.00,0.00, 
1.40,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.33,1.00,0.00,1.00,1.00,1.50,1.00,0.00,1.00,1.00, 
1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00, 
1.00,2.18,1.00,0.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.40,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00, 
1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00, 
1.29,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.00,0.00,1.00,1.29,0.00,0.00,1.50,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.40,1.00,1.00,1.00,0.00, 
1.00,1.29,1.00,1.00,0.00,0.00,1.29,1.00,2.14,0.00,1.00,1.00,0.00,0.00,1.00,1.25,1.00,0.00,1.00,1.00, 
1.00,0.00,1.00,0.00,0.00,1.00,1.33,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
1.00,0.00,0.00,1.00,0.00,0.00,1.25,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.33,1.00,1.00,1.29,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.00,1.00,1.00,1.00,0.00,1.00,1.50,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00, 
1.50,1.00,1.00,1.00,0.00,1.67,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.25,1.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,1.00,0.00,1.00,0.00,0.00, 
0.00,1.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,0.00,1.00,1.33,0.00,1.50,1.57,1.67,1.00,1.00,0.00,0.00, 
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00, 
1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.50,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.33,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00, 
1.00,1.50,1.00,1.00,1.29,1.00,1.00,1.22,1.00,1.33,1.00,1.00,1.00,1.00,1.25,1.22,1.00,0.00,1.40,1.00, 
1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.40,0.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.22,1.00,1.00,1.20,1.00,1.00,0.00,1.25,1.00,1.00,1.00,1.00,1.00, 
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.67,0.00,1.00,1.00,1.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.89,1.00,1.00,1.00,1.44,1.00,0.00,1.00,1.67,1.00,1.00,1.00,1.50,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.40,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.50,1.00,1.00,1.00,0.00,0.00,1.00, 
0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.50,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.50,0.00,0.00,0.00,1.00, 
1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00, 
1.33,1.50,1.00,1.00,0.00,0.00,1.40,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00, 
1.80,1.00,1.00,1.00,0.00,1.73,3.29,1.33,1.00,1.00,1.55,1.17,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00, 
0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00, 
1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00, 
1.67,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.67,1.00,1.00,1.00,0.00,0.00,0.00,1.00, 
1.33,1.00,0.00,1.00,0.00,1.00,1.00,1.55,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.80,0.00,0.00,0.00,1.00, 
0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00, 
0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.67,1.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.00,0.00,0.00, 
0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.67,0.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00, 
1.00,0.00,1.50,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.00,1.00,1.36,1.77,1.40,1.00,0.00,1.29,1.00,1.50,0.00,1.00,1.22,1.00,0.00,1.00,1.00, 
1.67,1.40,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00, 
0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
1.50,0.00,1.00,1.00,0.00,0.00,1.00,1.25,0.00,1.00,1.67,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00, 
0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00, 
1.00,1.00,1.00,1.00,0.00,1.00,1.40,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00, 
0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.11,1.00,0.00,1.00,0.00,1.00, 
0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.67, 
1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,1.00, 
1.00,0.00,0.00,1.00,0.00,1.67,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00, 
1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.83,1.40,1.00,1.00,1.00, 
1.00,1.50,1.29,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.67,1.00,1.50,0.00,0.00,1.00,1.00, 
1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.40,0.00,0.00,1.00,1.00, 
1.00,1.00,1.40,1.00,0.00,0.00,1.20,1.00,0.00,1.00,1.00,1.67,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.73,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,3.22,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00, 
0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.00,1.00, 
0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00, 
1.00,1.25,1.00,1.00,1.00,0.00,1.44,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.00, 
1.50,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00, 
1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,0.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00, 
0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.40,1.00,0.00,0.00,0.00,0.00, 
1.00,0.00,1.67,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.40,1.00,0.00,1.00,0.00,0.00, 
0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00, 
1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.50,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00, 
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00, 
0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.67,1.00,0.00,0.00,0.00,1.00, 
1.00,1.00,1.50,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.50,0.00,0.00,0.00,0.00, 
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.40,0.00,1.00,0.00,0.00,0.00, 
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00, 
0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00, 
2.33,1.00,1.00,1.00,0.00,0.00,0.00,1.40,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00, 
1.00,1.50,1.00,1.00,0.00,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
1.00,1.00,1.00,1.00,0.00,0.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.40,1.00,1.00,0.00,1.00,1.00, 
1.00,0.00,1.00,0.00,0.00,0.00,1.50,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.00,1.00,1.18,1.00,1.40,1.00,1.40,1.00,1.20,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.00,1.00,1.00,1.40,0.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.50, 
1.00,1.00,0.00,1.00,0.00,1.00,1.67,1.00,1.00,1.00,1.29,1.00,0.00,1.00,3.00,1.00,1.00,0.00,1.00,0.00, 
0.00,1.00,0.00,1.40,0.00,1.00,1.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.50, 
1.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00, 
1.00,1.00,0.00,1.00,0.00,0.00,1.40,2.20,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.50,0.00,1.00,1.00,1.00, 
0.00,1.00,0.00,1.50,0.00,0.00,1.67,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00, 
1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.25,0.00,0.00,1.00,1.67,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00, 
1.00,1.00,1.00,1.29,0.00,1.00,1.29,1.00,1.00,0.00,1.50,1.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,1.00, 
2.33,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.67,0.00,0.00,0.00,1.00,1.00, 
1.00,1.00,1.50,1.00,0.00,1.00,1.33,1.00,1.44,1.00,1.00,1.00,0.00,1.00,1.18,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.00,1.00,1.40,0.00,1.00,1.00,0.00,0.00,1.00,1.50,0.00,1.00,1.67,1.00,1.00,0.00,1.00,0.00, 
1.50,0.00,1.00,0.00,1.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00, 
1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00, 
1.00,0.00,1.00,1.00,0.00,1.00,2.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00, 
1.00,1.00,1.00,1.00,0.00,0.00,1.89,1.67,0.00,1.00,1.00,1.50,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00, 
1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.50,1.00,1.00,1.00,0.00,1.00,1.00, 
0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.50,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00, 
1.00,0.00,0.00,1.00,1.40,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.91,0.00,1.00,0.00,1.00, 
1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.50,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00, 
1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00, 
1.00,1.40,2.90,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00, 
1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.67,0.00,0.00,1.00,0.00,0.00,1.00,1.50,1.00,1.00,0.00,0.00,1.00, 
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.67, 
1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00, 
0.00,1.00,1.00,1.50,0.00,0.00,1.67,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00, 
1.00,1.00,0.00,0.00,0.00,0.00,1.67,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00, 
1.00,0.00,0.00,1.00,0.00,1.00,1.50,1.67,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00, 
1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.25,1.35,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67, 
1.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.67,0.00,0.00,1.00, 
0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.67,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00, 
1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.50,0.00,0.00,0.00,1.00,1.25,1.29,1.00,0.00,0.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.40, 
1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
1.00,0.00,0.00,1.00,0.00,0.00,0.00,6.89,4.04,0.00,0.00,0.00,0.00,0.00,1.00,1.67,0.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.29,1.29,1.77,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.00,1.00,1.67,1.50,0.00,0.00,0.00,0.00,0.00,1.00,1.40,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00, 
0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
1.33,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00, 
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00, 
1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.89,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
1.00,1.29,1.00,1.18,0.00,1.00,1.40,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00, 
1.00,1.00,0.00,1.00,1.40,0.00,1.50,1.00,0.00,1.00,0.00,1.50,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.00,1.00,1.00,1.67,1.33,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.33,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00, 
1.50,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.67,0.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00, 
1.40,1.00,1.00,1.00,0.00,1.00,1.33,1.22,0.00,0.00,1.00,1.50,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00, 
1.00,1.29,1.00,1.36,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.25,1.17, 
1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.40,0.00,0.00,0.00,1.00,1.40,0.00,0.00,0.00,0.00, 
0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00, 
1.00,1.00,1.00,1.50,0.00,1.00,1.00,2.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.29,0.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00, 
0.00,1.00,0.00,1.50,1.40,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00, 
