,TM_tend,y
Neg_446,0.1856799000536862,0
Neg_2228,0.0523394998269276,0
Neg_2386,0.0340833780268976,0
Neg_2835,0.6601645805558536,0
Neg_2149,0.1192096740276242,0
Neg_2248,0.1405134501489719,0
Neg_2739,0.3461149668281137,0
Neg_2580,0.3761069727805171,0
Neg_2765,0.0461397138418939,0
Neg_939,0.21764323077971,0
Neg_1859,0.4415019870930994,0
Neg_1088,0.0924871665577943,0
Neg_448,0.4010516209238322,0
Neg_2831,0.0870882307060555,0
Neg_358,0.3063204802476539,0
Neg_2287,0.2359485244087607,0
Neg_2597,0.5103098469191006,0
Neg_2648,0.1762243820545364,0
Neg_152,0.0576413455782961,0
Neg_2086,0.4193510570667795,0
Neg_966,0.3421882579708373,0
Neg_2081,0.1797894380128627,0
Neg_2579,0.312360453454481,0
Neg_542,0.1137800950840301,0
Neg_270,0.2727644489004457,0
Neg_447,0.8017169695013513,0
Neg_2242,0.2878904962695606,0
Neg_1615,0.212916807643151,0
Neg_103,0.2302676430483603,0
Neg_1048,0.0823288640624148,0
Neg_628,0.1514114408588893,0
Neg_2169,0.5220517759954478,0
Neg_599,0.1913774548505308,0
Neg_2490,0.3922069544311141,0
Neg_62,0.1732152406331234,0
Neg_1129,0.1994571448727982,0
Neg_190,0.6919439305306396,0
Neg_1522,0.2980441085082239,0
Neg_165,0.3546419281601165,0
Neg_1152,0.1297839026676387,0
Neg_217,0.3314224300099238,0
Neg_1140,0.2127914960924748,0
Neg_2378,0.2332058499726544,0
Neg_1569,0.2378758139304028,0
Neg_662,0.0638078848751176,0
Neg_688,0.6274240314424767,0
Neg_541,0.5452745131632349,0
Neg_624,0.2740522299387769,0
Neg_2108,0.2080614754619847,0
Neg_2808,0.1189549110005359,0
Neg_2794,0.1200042068975162,0
Neg_2286,0.3295380856697849,0
Neg_373,0.1514892076051114,0
Neg_2612,0.1548128876646686,0
Neg_937,0.3437225055239867,0
Neg_1345,0.2493649263221706,0
Neg_2671,0.2231176994962424,0
Neg_2855,0.3869527967549463,0
Neg_279,0.1705152853376861,0
Neg_706,0.3604482465517654,0
Neg_2921,0.1332857748021944,0
Neg_994,0.2777588648671767,0
Neg_2453,0.1917275340475498,0
Neg_2074,0.2089823300915204,0
Neg_1803,0.1581090750657453,0
Neg_653,0.4267500973453387,0
Neg_1943,0.346797975589077,0
Neg_1283,0.0858104992315316,0
Neg_1383,0.144242926280308,0
Neg_325,0.1574594910428722,0
Neg_2702,0.0478119467191913,0
Neg_2180,0.1662167088596306,0
Neg_585,0.4130914635820966,0
Neg_2047,0.2072794830356061,0
Neg_2392,0.2370539898881843,0
Neg_919,0.5846619056200449,0
Neg_2566,0.2719637597860156,0
Neg_404,0.4496036591516585,0
Neg_953,0.1708167720213428,0
Neg_1257,0.1898808247204961,0
Neg_1680,0.0890972974798386,0
Neg_1098,1.082779403661993,0
Neg_1404,0.3415598226967823,0
Neg_79,0.2761007037835862,0
Neg_2483,0.3178909053127631,0
Neg_2866,0.6242402082527422,0
Neg_133,0.3353313832328173,0
Neg_1514,0.4493413408725929,0
Neg_1790,0.2093223662346098,0
Neg_2219,0.0338783027682926,0
Neg_2758,0.2781404877932695,0
Neg_621,0.3601805017864103,0
Neg_904,0.6232974226450853,0
Neg_736,0.11931278692728,0
Neg_431,0.1069545910394468,0
Neg_2469,0.21635517222909,0
Neg_2895,0.302795591942023,0
Neg_202,0.2223449573091447,0
Neg_478,0.4872489041361014,0
Neg_1929,0.163722729770134,0
Neg_1179,0.1492597833044672,0
Neg_116,0.2053972886320801,0
