,Levitt_alpha,y
Neg_2828,0.0099499532639348,0
Neg_1944,0.0214202226552428,0
Neg_523,0.1079917449594718,0
Neg_1319,0.0273811109695701,0
Neg_562,0.0826272543740031,0
Neg_2456,0.0492902690415683,0
Neg_1500,0.0289692715490306,0
Neg_1913,0.0574561355038263,0
Neg_286,0.064711051807099,0
Neg_2871,0.0356811261683456,0
Neg_456,0.0401604035428269,0
Neg_984,0.0142642540845083,0
Neg_1837,0.0458733288308741,0
Neg_2617,0.0459364401040333,0
Neg_139,0.0622690057823719,0
Neg_1815,0.0501361441170703,0
Neg_1157,0.0308603946129989,0
Neg_1317,0.0340777951166696,0
Neg_2405,0.0329864043011247,0
Neg_45,0.0426249528432537,0
Neg_1797,0.0095314025235918,0
Neg_2769,0.0175693271738333,0
Neg_1390,0.0082984698600691,0
Neg_1018,0.0169284061216256,0
Neg_602,0.0468695439968588,0
Neg_182,0.0074946250840168,0
Neg_1056,0.060003031511934,0
Neg_2567,0.0242643365398381,0
Neg_849,0.0626982005086589,0
Neg_2338,0.0547606358354346,0
Neg_422,0.0066118744605898,0
Neg_1421,0.0371093602438951,0
Neg_2439,0.0436711525503679,0
Neg_563,0.0705286316404403,0
Neg_1622,0.0371776520349952,0
Neg_1578,0.0346433674058842,0
Neg_1939,0.0369155610104948,0
Neg_163,0.0063772646934454,0
Neg_287,0.0432131803432511,0
Neg_787,0.0964013141750578,0
Neg_1846,0.0521249515221706,0
Neg_1280,0.0302468465718715,0
Neg_1918,0.0174398166757121,0
Neg_999,0.092265045279071,0
Neg_314,0.069748803820459,0
Neg_2192,0.0155848357488696,0
Neg_605,0.0281268660664777,0
Neg_413,0.1576905917811468,0
Neg_1861,0.0266394184912722,0
Neg_342,0.1018135746326315,0
Neg_398,0.0639115307134553,0
Neg_96,0.0180421975750457,0
Neg_1924,0.1026506439939539,0
Neg_592,0.0240683332197261,0
Neg_1985,0.0452423820427235,0
Neg_1045,0.0422528937471072,0
Neg_2542,0.0204495651924666,0
Neg_2165,0.0261175893242247,0
Neg_1526,0.0252538292636907,0
Neg_2709,0.0368534202089155,0
Neg_2230,0.0260994611643439,0
Neg_2137,0.0607320878592147,0
Neg_2068,0.0194495162825615,0
Neg_2163,0.0950854361934662,0
Neg_2247,0.0245394841480524,0
Neg_529,0.0209757723932134,0
Neg_936,0.0155918038959688,0
Neg_2418,0.0232629915219168,0
Neg_2487,0.0332305108068101,0
Neg_703,0.0217014565944345,0
Neg_1742,0.0238563511903373,0
Neg_305,0.0368569917771582,0
Neg_1078,0.0271691813057658,0
Neg_1672,0.0157857992933848,0
Neg_2568,0.1033987740268835,0
Neg_1911,0.0219263479661202,0
Neg_2397,0.0589413151125534,0
Neg_992,0.0232515178902258,0
Neg_1161,0.0665825681150907,0
Neg_2581,0.0471252684684107,0
Neg_701,0.0156149384079761,0
Neg_464,0.0429627307199404,0
Neg_1692,0.0362970187346251,0
Neg_774,0.0179488779416732,0
Neg_2620,0.0314833910558891,0
Neg_979,0.0623168122709627,0
Neg_2827,0.0227742324864339,0
Neg_2729,0.0155498750873886,0
Neg_2277,0.0249872709791409,0
Neg_1632,0.0054418926829544,0
Neg_2756,0.0647575195436938,0
Neg_1898,0.0374182258506489,0
Neg_1391,0.0555854496474193,0
Neg_1059,0.0088423689168334,0
Neg_1746,0.0561090838412138,0
Neg_1847,0.0331389864056212,0
Neg_1490,0.0293359259614014,0
Neg_450,0.117394172613671,0
Neg_1448,0.0703351483700423,0
Neg_2410,0.0334433027874474,0
Neg_1301,0.0266442431962502,0
Neg_696,0.1003155216619337,0
Neg_2757,0.0285795773904843,0
Neg_815,0.0115778987433629,0
Neg_890,0.1051105977377187,0
Neg_2049,0.0190743795114668,0
Neg_634,0.0369447592540517,0
Neg_1241,0.0191806184738328,0
Neg_1265,0.0454652227502354,0
Neg_1145,0.0657151018283706,0
Neg_364,0.0389597039299633,0
Neg_2428,0.0346039708343747,0
Neg_2873,0.0576930090723197,0
Neg_2762,0.0317862644102922,0
Neg_1932,0.0534504124503568,0
Neg_218,0.1003407128278976,0
Neg_1471,0.0121883669881939,0
Neg_211,0.0223836963063406,0
Neg_88,0.0540803484221352,0
Neg_1800,0.0332644944719078,0
Neg_1995,0.0679200051505289,0
Neg_2231,0.0099332905818252,0
Neg_1090,0.1135333238031426,0
Neg_1457,0.0334078201994163,0
Neg_795,0.046370282450824,0
Neg_1614,0.085309817668739,0
Neg_732,0.0424714438335356,0
Neg_2025,0.0415315104591646,0
Neg_2088,0.0866996572589824,0
Neg_2527,0.0297337848462757,0
Neg_2021,0.0487613585636671,0
Neg_2570,0.0083399924028394,0
Neg_215,0.0156419577085661,0
Neg_2516,0.0085309062985333,0
Neg_1712,0.0272168954417718,0
Neg_2010,0.03076363586998,0
Neg_1285,0.0636232258930055,0
Neg_2834,0.0567450577933311,0
Neg_2013,0.061928835467191,0
Neg_945,0.0477971891833778,0
Neg_1787,0.0249809557592595,0
Neg_935,0.0585808005694676,0
Neg_2099,0.0483854800886525,0
Neg_2179,0.0642317399919166,0
Neg_2726,0.0522224671157688,0
Neg_1484,0.0363623761027034,0
Neg_2381,0.0203393367634779,0
Neg_1458,0.0357206929372652,0
Neg_216,0.01070757461042,0
Neg_2725,0.0542390971876458,0
Neg_406,0.0395962798329195,0
Neg_1363,0.0190975105361085,0
Neg_1311,0.0222874582239377,0
Neg_1149,0.0620352556262004,0
Neg_1218,0.0560340755527046,0
Neg_1597,0.0443608509095935,0
Neg_2745,0.0353193535437374,0
Neg_1477,0.0040409250045929,0
Neg_2803,0.0314122652050278,0
Neg_104,0.0306052058609754,0
Neg_1900,0.0151646175039366,0
Neg_2586,0.0240595931129872,0
Neg_2050,0.0092640635575668,0
Neg_1069,0.0713394110966673,0
Neg_336,0.042112249871783,0
Neg_2260,0.02381279617869,0
Neg_1733,0.0180539995640166,0
Neg_1555,0.0724563600677641,0
Neg_2329,0.0400470056758261,0
Neg_1878,0.0698725262577627,0
Neg_1893,0.0288528766747053,0
Neg_1716,0.0544614534499928,0
Neg_2322,0.0386831261870913,0
Neg_101,0.0726768976366939,0
Neg_16,0.0126697274134089,0
Neg_31,0.0222869507772933,0
Neg_240,0.0690076849744739,0
Neg_1117,0.0463046501510186,0
Neg_2262,0.0519766960851108,0
Neg_2861,0.0436699493264758,0
Neg_1225,0.0441430379581759,0
Neg_261,0.0442423476220315,0
Neg_609,0.025393382599162,0
Neg_1352,0.0196720801322149,0
Neg_733,0.0552938098047177,0
Neg_2593,0.0697850610644559,0
Neg_2259,0.0812619530154524,0
Neg_1785,0.0363726935427849,0
Neg_847,0.0409367304318413,0
Neg_684,0.0206296341461404,0
Neg_1411,0.0428677362869421,0
Neg_680,0.1291479359285348,0
Neg_502,0.0277058259628654,0
Neg_1097,0.0367098302347449,0
Neg_1826,0.0432631194040084,0
Neg_702,0.064159347130874,0
Neg_1626,0.0472013992970642,0
Neg_2358,0.0148711717121749,0
Neg_1026,0.0197303751821355,0
Neg_82,0.0037020860491131,0
Neg_509,0.0448369544444538,0
Neg_1235,0.0220029296831598,0
Neg_2118,0.0268424612000889,0
Neg_1303,0.0384202024969272,0
Neg_72,0.0126579587066229,0
Neg_1147,0.030879751204136,0
Neg_2437,0.0316279200822993,0
Neg_1770,0.0309136500473905,0
Neg_177,0.0072249041626032,0
Neg_978,0.046316073194059,0
Neg_724,0.0965028668328229,0
Neg_1766,0.0504719062855409,0
Neg_868,0.0272842581445621,0
Neg_1825,0.0250652845400145,0
Neg_2020,0.0369015919095002,0
Neg_1628,0.0833572726178098,0
Neg_892,0.0189550856803351,0
Neg_2692,0.0135991889599953,0
Neg_512,0.0721080927168356,0
Neg_2128,0.0503187291405538,0
Neg_1647,0.0228544447510011,0
Neg_2419,0.0688300856756421,0
Neg_2659,0.0062545877670662,0
Neg_1214,0.0314045495156588,0
Neg_411,0.0551047048054262,0
Neg_2321,0.0471315018226228,0
Neg_1384,0.0601177127380776,0
Neg_1489,0.0098122522279505,0
Neg_2666,0.0216517073289564,0
Neg_1905,0.0492761150097058,0
Neg_55,0.0220225125759339,0
Neg_1178,0.02846429407078,0
Neg_2369,0.0331349377470944,0
Neg_1,0.029137756779962,0
Neg_1999,0.0385617613312495,0
Neg_1883,0.0569722146428241,0
Neg_1643,0.0134050390954016,0
Neg_2885,0.0742904523191074,0
Neg_1786,0.0305107794599694,0
Neg_1933,0.0255134242265573,0
Neg_814,0.0380655682301878,0
Neg_1593,0.0248941687091626,0
Neg_1298,0.0180739633395672,0
Neg_285,0.0165231088917341,0
Neg_2792,0.0343229578090753,0
Neg_2154,0.0415297994530322,0
Neg_1689,0.0236308671424054,0
Neg_603,0.0700129545582034,0
Neg_1021,0.0557436677886142,0
Neg_1820,0.0560278185472638,0
Neg_222,0.0051701757874002,0
Neg_256,0.0587257066716635,0
Neg_704,0.0319669514001279,0
Neg_144,0.0093071395979698,0
Neg_2067,0.0225127910819815,0
Neg_1406,0.0735029283100678,0
Neg_2616,0.02132284770285,0
Neg_648,0.0452921690612469,0
Neg_2774,0.0193862276143209,0
Neg_292,0.064669938359624,0
Neg_2667,0.0137530564132802,0
Neg_257,0.0269977048593101,0
Neg_1768,0.0474162462122533,0
Neg_2249,0.0275255913879269,0
Neg_779,0.0365752906964117,0
Neg_2513,0.0491599590624775,0
Neg_2425,0.0236618136307979,0
Neg_2272,0.0594378405713376,0
Neg_361,0.0243513456508131,0
Neg_1745,0.0499675003222929,0
Neg_2902,0.0394542180303934,0
Neg_808,0.0402479486360171,0
Neg_407,0.0185110893518376,0
Neg_191,0.045821691999532,0
Neg_1737,0.0339606537061397,0
Neg_1001,0.0568531595170901,0
Neg_2120,0.0077706598156322,0
Neg_960,0.0493376710824449,0
Neg_1356,0.0204460564132977,0
Neg_1764,0.0699637429794134,0
Neg_901,0.0657962492922719,0
Neg_2556,0.0395796959689338,0
Neg_303,0.0282752435736934,0
Neg_654,0.0156215335532783,0
Neg_251,0.0651840334161425,0
Neg_1958,0.0361936705369283,0
Neg_2857,0.0430430294930738,0
Neg_1824,0.0208657930117423,0
Neg_9,0.0452985766500573,0
Neg_1397,0.0097084677230578,0
Neg_1841,0.066101810734304,0
Neg_1197,0.0164185088624827,0
Neg_1357,0.0474181903621605,0
Neg_2898,0.0090811834759424,0
Neg_2132,0.0866925176675828,0
Neg_647,0.0385418121812884,0
Neg_2646,0.046516574769268,0
Neg_476,0.0563201501935219,0
Neg_231,0.0749089387173593,0
Neg_451,0.0379708183455265,0
Neg_1073,0.0462160187420849,0
Neg_7,0.015969148542784,0
Neg_1877,0.0164704176732397,0
Neg_2912,0.1054714227692805,0
Neg_1968,0.1079844859437021,0
Neg_2590,0.0535648221535392,0
Neg_2781,0.0321493176343733,0
Neg_940,0.0270244608216662,0
Neg_459,0.0282404239601158,0
Neg_1657,0.0301420412412946,0
Neg_2544,0.0340393615866426,0
Neg_2345,0.0100842227740513,0
Neg_2406,0.0260164400499152,0
Neg_2060,0.0163843454484563,0
Neg_2697,0.0737666751745902,0
Neg_1979,0.050155488331473,0
Neg_875,0.1091034289306829,0
Neg_798,0.0638709445508645,0
Neg_2520,0.0273431409563431,0
Neg_2252,0.0546817322067257,0
Neg_1502,0.0142517989257392,0
Neg_2316,0.0075906146406447,0
Neg_2282,0.0666790774091323,0
Neg_2664,0.064334654761313,0
Neg_1274,0.1389949615482151,0
Neg_1290,0.0596896470606123,0
Neg_299,0.0515981586637974,0
Neg_2528,0.041229903135157,0
Neg_1387,0.0408238120080336,0
Neg_13,0.0504759456978166,0
Neg_586,0.0555289002425646,0
Neg_1691,0.0560804504981495,0
Neg_629,0.0720175790507212,0
Neg_1089,0.0118466973008996,0
Neg_2884,0.0388823958383805,0
Neg_2610,0.0263121503781422,0
Neg_470,0.0140989223797889,0
Neg_1649,0.0976782534279156,0
Neg_1177,0.0973190782911197,0
Neg_2447,0.0193558466914054,0
Neg_10,0.0893294101172138,0
Neg_2623,0.0582448579010556,0
Neg_265,0.0352343432436751,0
Neg_273,0.0422028269837751,0
Neg_2305,0.0332606202233186,0
Neg_915,0.0220799421994867,0
Neg_1945,0.012101489909784,0
Neg_961,0.0340351333172827,0
Neg_2662,0.0247347273608623,0
Neg_1146,0.0295172372310014,0
Neg_1137,0.0108985383572825,0
Neg_41,0.0265621853860781,0
Neg_1496,0.0631643709201849,0
Neg_2270,0.0157590990382472,0
Neg_1721,0.0148567788653572,0
Neg_2196,0.0357491647918446,0
Neg_1988,0.0140207683698908,0
Neg_2464,0.0568089568447421,0
Neg_521,0.0417398119853538,0
Neg_1062,0.0714757299202407,0
Neg_899,0.0455271545160978,0
Neg_374,0.0337239053253506,0
Neg_2106,0.0396253085257872,0
Neg_3,0.03924568522755,0
Neg_405,0.0097944276686449,0
Neg_1873,0.0913180664461052,0
Neg_2506,0.0856644645404864,0
Neg_2777,0.0410579291258985,0
Neg_762,0.0528618077259526,0
Neg_401,0.1375841046541435,0
Neg_1801,0.1176579366002374,0
Neg_2863,0.0500337117900352,0
Neg_2412,0.0518717417280341,0
Neg_1094,0.0167771754997017,0
Neg_1795,0.0620930137174139,0
Neg_1144,0.1050844361963014,0
Neg_1201,0.0195543647045418,0
Neg_2435,0.1332879654101687,0
Neg_252,0.0312811658547425,0
Neg_2676,0.0261396500468211,0
Neg_322,0.0372564783244289,0
Neg_1525,0.0272301497906456,0
Neg_1228,0.017091358500274,0
Neg_2042,0.0089516690249531,0
Neg_2308,0.1037396084370716,0
Neg_2157,0.0204745878578382,0
Neg_2159,0.0615281446541622,0
Neg_2734,0.0250251476788324,0
Neg_1207,0.0371213671611366,0
Neg_120,0.0320099759079986,0
Neg_2631,0.0510150076652459,0
Neg_595,0.0841402140862826,0
Neg_993,0.1389916316356535,0
Neg_1596,0.0231618709394558,0
Neg_2868,0.021756105507928,0
Neg_579,0.0505798457811448,0
Neg_1663,0.0954762476784748,0
Neg_1040,0.0399759205214494,0
Neg_2240,0.0190293153386209,0
Neg_2349,0.003906113135224,0
Neg_2207,0.0233180063825151,0
Neg_1153,0.067974599692903,0
Neg_580,0.0786113219862315,0
Neg_2390,0.0481806976505488,0
Neg_1683,0.0190933739104438,0
Neg_2601,0.001939950775766,0
Neg_2888,0.0452333323172058,0
Neg_1121,0.0609952785428092,0
Neg_2688,0.0498979596027733,0
Neg_1493,0.1075228776357568,0
Neg_1272,0.053852361063755,0
Neg_1242,0.020664500086045,0
Neg_1292,0.079246520858954,0
Neg_2398,0.0105443075758684,0
Neg_1990,0.0658396844205376,0
Neg_2241,0.0368517534012365,0
Neg_508,0.0506263603065844,0
Neg_307,0.0314742746036206,0
Neg_2448,0.0428918327975768,0
Neg_600,0.0522455902291788,0
Neg_601,0.026332237532922,0
Neg_1217,0.0272879538883005,0
Neg_839,0.0893107762824506,0
Neg_682,0.0183474252225569,0
Neg_2187,0.030138600756025,0
Neg_2821,0.0395736611489092,0
Neg_2789,0.0388125422608123,0
Neg_169,0.0267349691600073,0
Neg_320,0.0025615010566919,0
Neg_2889,0.0248165185251633,0
Neg_17,0.0098728760053884,0
Neg_1714,0.0344564556891194,0
Neg_2605,0.0388795204482763,0
Neg_1527,0.1650255003540116,0
Neg_83,0.1070266160640649,0
Neg_2246,0.0552598113734676,0
Neg_114,0.1368488252262662,0
Neg_1808,0.0583194270459582,0
Neg_958,0.0764491968666969,0
Neg_2093,0.0265171588430619,0
Neg_1561,0.0207478054630557,0
Neg_1870,0.0065174879129633,0
Neg_1335,0.0689944636997523,0
Neg_1574,0.0363083694304431,0
Neg_2188,0.0411838594937997,0
Neg_608,0.0408463074446263,0
Neg_1240,0.0500429785324064,0
Neg_2628,0.1097440584346378,0
Neg_1855,0.0519806575621175,0
Neg_1793,0.0934145725094681,0
Neg_2263,0.0179752519745589,0
Neg_2400,0.0319656435523337,0
Neg_1583,0.0433692439650164,0
Neg_410,0.0962275625512377,0
Neg_2849,0.0378131979866494,0
Neg_1389,0.009616426515388,0
Neg_130,0.019249028358521,0
Neg_2784,0.0199765738735265,0
Neg_2759,0.0363220340829707,0
Neg_2148,0.0812482756163853,0
Neg_2886,0.0381161676166557,0
Neg_903,0.0188186846020711,0
Neg_2844,0.0315206942168415,0
Neg_1071,0.0157550702611924,0
Neg_2491,0.0419123692394862,0
Neg_2731,0.0092453480045127,0
Neg_1497,0.0112753497744226,0
Neg_2096,0.0429207943968402,0
Neg_2234,0.0376902271144412,0
Neg_263,0.0237786385829484,0
Neg_2409,0.0211610650763355,0
Neg_171,0.0191317150085946,0
Neg_2185,0.0253967829503269,0
Neg_1630,0.0490861112712798,0
Neg_239,0.050909207991998,0
Neg_933,0.019987408249403,0
Neg_2276,0.0243719992410395,0
Neg_2707,0.0168165488271302,0
Neg_1971,0.0583537396533567,0
Neg_293,0.0445121999771336,0
Neg_766,0.0208664739913084,0
Neg_1208,0.0470963754228678,0
Neg_1076,0.0537572573503277,0
Neg_2860,0.0533244141174809,0
Neg_2048,0.0870962128827929,0
Neg_837,0.0669896721097056,0
Neg_2085,0.0514156958500594,0
Neg_1812,0.0014422119635629,0
Neg_659,0.0427726301906412,0
Neg_2775,0.0700643018576956,0
Neg_807,0.0216742369139739,0
Neg_379,0.0173070869963196,0
Neg_683,0.025154627234574,0
Neg_2124,0.0391527578188109,0
Neg_1239,0.0696832072249518,0
Neg_1478,0.0283941652273637,0
Neg_711,0.0714725069234614,0
Neg_1422,0.0367270793608639,0
Neg_2642,0.0388775501126626,0
Neg_2243,0.0162817080260586,0
Neg_419,0.053000473715176,0
Neg_2335,0.0311483288932977,0
