,Gravy,y
Neg_64,0.5682522978726215,0
Neg_1316,0.4411781991746001,0
Neg_1507,0.4366943661019442,0
Neg_1101,0.2979733873378609,0
Neg_1796,0.2394158027518943,0
Neg_1223,0.13192384720635,0
Neg_538,0.4618576554932589,0
Neg_302,0.3298120638766669,0
Neg_200,0.2207742081682781,0
Neg_1730,0.2832945026790041,0
Neg_876,0.2055807983026086,0
Neg_326,0.7175107921942186,0
Neg_1436,0.213303339439162,0
Neg_727,0.3296939985727951,0
Neg_1831,0.3961344457801652,0
Neg_900,0.4104167245622102,0
Neg_1637,0.232014747096249,0
Neg_2635,0.5919634389727351,0
Neg_2454,0.3596675007804672,0
Neg_1216,0.3726655485454401,0
Neg_2191,0.334923407571557,0
Neg_1275,0.3558068424008128,0
Neg_2151,0.2224511898493944,0
Neg_1402,1.308634563913147,0
Neg_717,0.3648566620632603,0
Neg_1862,0.2953660395607803,0
Neg_158,0.6038755874824552,0
Neg_1740,0.5399998085966788,0
Neg_1424,0.3473382236850752,0
Neg_943,1.080611071401136,0
Neg_1688,0.0972325056254561,0
Neg_148,0.4510480025398062,0
Neg_2796,0.0681055477130175,0
Neg_1887,0.6460771086255352,0
Neg_2811,0.176272388924134,0
Neg_859,0.1687775538303925,0
Neg_2155,0.1551802924100438,0
Neg_2045,0.0977864645179351,0
Neg_1104,0.4490300617979947,0
Neg_2638,0.182557248603693,0
Neg_962,0.3343140265582479,0
Neg_2828,0.1788530186866968,0
Neg_1944,0.3312468319318644,0
Neg_523,0.8452409608916046,0
Neg_1319,0.7739852778698504,0
Neg_562,0.1237673450533692,0
Neg_2456,0.3923863288654718,0
Neg_1500,0.5095100830669613,0
Neg_1913,0.4258225178138353,0
Neg_286,0.6475400909388551,0
Neg_2871,0.3901594924561376,0
Neg_456,0.1330198802487444,0
Neg_984,0.6942454277889799,0
Neg_1837,0.4972856333995365,0
Neg_2617,0.109639973648319,0
Neg_139,0.7717592390680009,0
Neg_1815,0.5034087066809726,0
Neg_1157,0.5014877311162391,0
Neg_1317,0.4144821844339462,0
Neg_2405,0.4844111877560525,0
Neg_45,0.1836350532856549,0
Neg_1797,0.3189001806626895,0
Neg_2769,0.2762940367321517,0
Neg_1390,0.360405214223535,0
Neg_1018,0.1712388707085224,0
Neg_602,0.2083615928737826,0
Neg_182,0.1177836642748879,0
Neg_1056,0.908906863769008,0
Neg_2567,0.3065515124239504,0
Neg_849,0.4566160143609929,0
Neg_2338,0.7670795875831153,0
Neg_422,0.399815056304754,0
Neg_1421,0.4119435185083507,0
Neg_2439,0.4629836589631008,0
Neg_563,0.3560122548711687,0
Neg_1622,0.682104563847131,0
Neg_1578,0.3698280466263559,0
Neg_1939,0.4009785258985197,0
Neg_163,0.2356406539086233,0
Neg_287,1.0913491879468205,0
Neg_787,0.3213009540703849,0
Neg_1846,0.3136031895463044,0
Neg_1280,0.0312284316475655,0
Neg_1918,0.673594825044658,0
Neg_999,0.5948624705141051,0
Neg_314,0.2374295888823779,0
Neg_2192,0.374100526504854,0
Neg_605,0.0957105198472141,0
Neg_413,0.7157304833250676,0
Neg_1861,0.4245369892067881,0
Neg_342,1.4049252252332154,0
Neg_398,0.3554512582438109,0
Neg_96,0.0906997993768569,0
Neg_1924,0.8532317980869276,0
Neg_592,0.9590673780003928,0
Neg_1985,0.5043698116787892,0
Neg_1045,0.3739896483416095,0
Neg_2542,0.6021735783389539,0
Neg_2165,0.2792959022042149,0
Neg_1526,0.3820733721517644,0
Neg_2709,0.3621173838882825,0
Neg_2230,0.3244208747970414,0
Neg_2137,0.6457353222711325,0
Neg_2068,0.4092042348011029,0
Neg_2163,0.3456530426859494,0
Neg_2247,0.3044525163390629,0
Neg_529,0.3127323065901095,0
Neg_936,0.3441272448751629,0
Neg_2418,0.1944535098331923,0
Neg_2487,0.4988084878328844,0
Neg_703,0.7752603703526928,0
Neg_1742,0.3105172158958328,0
Neg_305,0.1558791138619379,0
Neg_1078,0.4232981877230107,0
Neg_1672,0.1424526173090659,0
Neg_2568,0.0961115868609416,0
Neg_1911,0.3846508711176913,0
Neg_2397,0.2459340027001339,0
Neg_992,0.1615950562736393,0
Neg_1161,0.2695485897694935,0
Neg_2581,0.6780277514109563,0
Neg_701,0.3592480611565776,0
Neg_464,0.3158016181442291,0
Neg_1692,0.6038591205829289,0
Neg_774,0.6153365519460714,0
Neg_2620,0.1348449921786697,0
Neg_979,0.1358517225415282,0
Neg_2827,0.2179265747944488,0
Neg_2729,0.6775288499544292,0
Neg_2277,0.5417554555014248,0
Neg_1632,0.3754737911422679,0
Neg_2756,0.9813528629507844,0
Neg_1898,0.358288397473099,0
Neg_1391,0.5807173306915965,0
Neg_1059,0.2256800092339863,0
Neg_1746,0.3832218950171028,0
Neg_1847,0.3341626653176889,0
Neg_1490,0.2516909910920689,0
Neg_450,1.730728654303168,0
Neg_1448,0.5279578770381975,0
Neg_2410,0.4919169425390332,0
Neg_1301,0.3398412600071233,0
Neg_696,0.4069512692395288,0
Neg_2757,0.4115944496667682,0
Neg_815,0.0867149540736581,0
Neg_890,0.4022640644974419,0
Neg_2049,0.3476954329848811,0
Neg_634,0.1983080778864342,0
Neg_1241,0.4249564485727826,0
Neg_1265,0.3907189614790806,0
Neg_1145,0.0825770447161875,0
Neg_364,0.9501183038289404,0
Neg_2428,0.4491021609348198,0
Neg_2873,0.1918818868820081,0
Neg_2762,0.1968471827092432,0
Neg_1932,0.3377511617833821,0
Neg_218,0.4643978858789458,0
Neg_1471,0.1875219253844543,0
Neg_211,0.3701912396632585,0
Neg_88,0.3308885094628083,0
Neg_1800,0.284450008698909,0
Neg_1995,0.1519238560367725,0
Neg_2231,0.6732128936626531,0
Neg_1090,0.6246365614884143,0
Neg_1457,0.5328637574151973,0
Neg_795,0.609135369136027,0
Neg_1614,0.6244511043423384,0
Neg_732,0.1011314757309344,0
Neg_2025,0.4918501800400836,0
Neg_2088,0.571449816423297,0
Neg_2527,0.317075046431481,0
Neg_2021,0.1065370331689172,0
Neg_2570,0.4481804784331152,0
Neg_215,0.3923215938018909,0
Neg_2516,0.1855244676358521,0
Neg_1712,0.0395413249454691,0
Neg_2010,0.3118037821286839,0
Neg_1285,0.597845646636936,0
Neg_2834,0.228260950885382,0
Neg_2013,0.6795207385367906,0
Neg_945,0.1090424084968163,0
Neg_1787,0.1011806359299971,0
Neg_935,0.3266335422267596,0
Neg_2099,0.4357615426473432,0
Neg_2179,0.3963005274795726,0
Neg_2726,0.5381359052520025,0
Neg_1484,0.1602053537420683,0
Neg_2381,0.347882485803116,0
Neg_1458,0.3277531317320566,0
Neg_216,0.6620554412376134,0
Neg_2725,0.8276899436432761,0
Neg_406,0.2846554573704334,0
Neg_1363,0.1161666612776983,0
Neg_1311,0.3048313283223977,0
Neg_1149,1.3824896130160778,0
Neg_1218,0.1461195527794027,0
Neg_1597,0.4151869373004702,0
Neg_2745,0.2461991931988861,0
Neg_1477,0.2166640490270685,0
Neg_2803,0.7540084560679039,0
Neg_104,0.5862306236906077,0
Neg_1900,0.1856808507679357,0
Neg_2586,0.0787280576783666,0
Neg_2050,0.1430863048693621,0
Neg_1069,1.4636512154751604,0
Neg_336,0.4994300264441464,0
Neg_2260,0.290176155432266,0
Neg_1733,0.3368056927277703,0
Neg_1555,0.7057439404711396,0
Neg_2329,0.6216901933065874,0
Neg_1878,0.6714163153687265,0
Neg_1893,0.2386294873763144,0
Neg_1716,0.1814480479022818,0
Neg_2322,0.4904143326869115,0
Neg_101,0.3818023738634266,0
Neg_16,0.4516814485515747,0
Neg_31,0.5623180695180823,0
Neg_240,0.8855288312736422,0
Neg_1117,0.100976130512987,0
Neg_2262,0.3691538290818108,0
Neg_2861,0.3316149319080489,0
Neg_1225,0.3081266300293908,0
Neg_261,0.2744853852340203,0
Neg_609,0.3792201098971964,0
Neg_1352,0.3561178713621799,0
Neg_733,0.991168672497656,0
Neg_2593,0.8180401938352606,0
Neg_2259,0.3227581009040642,0
Neg_1785,0.3395841160189909,0
Neg_847,0.583575084128416,0
Neg_684,0.0920848669415829,0
Neg_1411,0.2554811573130766,0
Neg_680,0.6103727536323071,0
Neg_502,0.1864873502390678,0
Neg_1097,0.4759827689662872,0
Neg_1826,0.2200703380456045,0
Neg_702,0.1361580035534121,0
Neg_1626,0.0900298281422262,0
Neg_2358,0.4884558760985851,0
Neg_1026,0.5936766345655584,0
Neg_82,0.2517016812639727,0
Neg_509,0.2107412931814967,0
Neg_1235,0.0865987744803297,0
Neg_2118,0.4559026321458865,0
Neg_1303,0.5387034632494928,0
Neg_72,0.2445080689020286,0
Neg_1147,0.5764884032912386,0
Neg_2437,0.9285710358007996,0
Neg_1770,0.0312768598771924,0
Neg_177,0.5359429350710357,0
Neg_978,0.3934770729315377,0
Neg_724,1.08025943408936,0
Neg_1766,0.4635196502931836,0
Neg_868,0.1476433527480513,0
Neg_1825,0.1357625802087639,0
Neg_2020,0.3576607165549441,0
Neg_1628,0.6423316908920225,0
Neg_892,0.1925812923947965,0
Neg_2692,0.9333228500548724,0
Neg_512,0.4013112437632919,0
Neg_2128,0.0350078100810686,0
Neg_1647,0.8435401557056902,0
Neg_2419,1.162354154607573,0
Neg_2659,0.4877582765780076,0
Neg_1214,0.1282537067044932,0
Neg_411,0.6442801690493221,0
Neg_2321,0.2958183723506535,0
Neg_1384,0.7789512807379353,0
Neg_1489,0.0807091825103696,0
Neg_2666,0.2823035985862463,0
Neg_1905,0.163238971227032,0
Neg_55,0.5662589101046978,0
Neg_1178,0.7507022261301514,0
Neg_2369,0.6231450014719538,0
Neg_1,0.5158522934755996,0
Neg_1999,0.6875524237023513,0
Neg_1883,0.2303574087199385,0
Neg_1643,0.7796597775122533,0
Neg_2885,0.8253854712143894,0
Neg_1786,0.2125465336862803,0
Neg_1933,0.3315976091174236,0
Neg_814,0.5545403022870525,0
Neg_1593,0.6107194462259117,0
Neg_1298,0.4253701736217011,0
Neg_285,0.2658244836918116,0
Neg_2792,0.313390192044969,0
Neg_2154,0.1414725909904172,0
Neg_1689,0.0072058176665229,0
Neg_603,0.561781139826041,0
Neg_1021,0.5746021015014499,0
Neg_1820,0.5174137326507635,0
Neg_222,0.1819513109617561,0
Neg_256,0.5776356174239513,0
Neg_704,0.2299748592605649,0
Neg_144,0.1244954411686211,0
Neg_2067,0.2363898228832618,0
Neg_1406,0.4274265830806407,0
Neg_2616,0.4850247928757598,0
Neg_648,0.642821405547418,0
Neg_2774,0.4543417806537104,0
Neg_292,0.3263703829212776,0
Neg_2667,0.3764219629081149,0
Neg_257,0.515924729838105,0
Neg_1768,0.1354036561219373,0
Neg_2249,0.3243660995594288,0
Neg_779,0.1436005677967191,0
Neg_2513,0.2005085985621027,0
Neg_2425,0.2604554431876837,0
Neg_2272,0.5193684239736597,0
Neg_361,0.3984958107488735,0
Neg_1745,1.1961012454962736,0
Neg_2902,0.1899681537837087,0
Neg_808,0.3383763118440356,0
Neg_407,0.2436251412879104,0
Neg_191,0.2665750082780152,0
Neg_1737,0.1912242828409435,0
Neg_1001,0.1321277383699249,0
Neg_2120,0.2753817494885877,0
Neg_960,0.1762649230697442,0
Neg_1356,0.1275387755933195,0
Neg_1764,1.3908847025561168,0
Neg_901,0.7702352011255792,0
Neg_2556,0.114835921480099,0
Neg_303,0.1000524150618051,0
Neg_654,0.2177973309523884,0
Neg_251,0.1418074378474138,0
Neg_1958,0.2005175224196336,0
Neg_2857,0.2249550840745756,0
Neg_1824,0.2238763622391539,0
Neg_9,0.9058794900865548,0
Neg_1397,0.1689926622595728,0
Neg_1841,0.3966385398445469,0
Neg_1197,0.4567904820000863,0
Neg_1357,0.2265963201223045,0
Neg_2898,0.0993561595025143,0
Neg_2132,0.5078039947023846,0
Neg_647,0.3388326875845538,0
Neg_2646,0.5642815654564807,0
Neg_476,0.2310382273188398,0
Neg_231,0.3970313050268672,0
Neg_451,0.2254995920372722,0
Neg_1073,1.0939369731519,0
Neg_7,0.3235110556657674,0
Neg_1877,0.2173612301434571,0
Neg_2912,0.4026925625872448,0
Neg_1968,0.5436225503305884,0
Neg_2590,0.539535029047945,0
Neg_2781,0.1602281402386654,0
Neg_940,1.3469817929207637,0
Neg_459,0.2269084326934574,0
Neg_1657,0.4068452448106746,0
Neg_2544,0.5045348499369001,0
Neg_2345,0.0092061678228104,0
Neg_2406,0.2404280338085441,0
Neg_2060,0.2838274643272341,0
Neg_2697,0.3646089464574692,0
Neg_1979,0.3773308799650607,0
Neg_875,1.0071678875078187,0
Neg_798,0.3097915365883517,0
Neg_2520,0.8449504952855317,0
Neg_2252,0.2926401436306662,0
Neg_1502,0.1297719356343306,0
Neg_2316,0.2903493358859972,0
Neg_2282,0.1879455487829344,0
Neg_2664,0.3612730587694108,0
Neg_1274,1.356013682633982,0
Neg_1290,0.5585507786031837,0
Neg_299,0.1959512467658232,0
Neg_2528,0.255974258246095,0
Neg_1387,0.1406840486494063,0
Neg_13,0.3414110740254797,0
Neg_586,0.3351058392426477,0
Neg_1691,0.2817223035985906,0
Neg_629,0.1030727676138988,0
Neg_1089,0.2471999199236538,0
Neg_2884,0.2452459038696738,0
Neg_2610,0.0703690935519369,0
Neg_470,0.2407240041133502,0
Neg_1649,0.5895833601317544,0
Neg_1177,0.1953129657663824,0
Neg_2447,0.6148978702534019,0
Neg_10,0.8693160555420985,0
Neg_2623,0.3563760233791614,0
Neg_265,1.085322005855985,0
Neg_273,1.2514961698525204,0
Neg_2305,0.5912202925084766,0
Neg_915,0.4213373672384549,0
Neg_1945,0.2799309237974692,0
Neg_961,0.0803601561970439,0
Neg_2662,0.4057777219879751,0
Neg_1146,0.3271827662515212,0
Neg_1137,0.4336616760110372,0
Neg_41,0.3866611555451404,0
Neg_1496,0.3920203675591673,0
Neg_2270,0.2478856232301242,0
Neg_1721,0.1562539390557251,0
Neg_2196,0.4274581326031742,0
Neg_1988,0.2763291848712543,0
Neg_2464,0.200738339904926,0
Neg_521,0.0875239760380931,0
Neg_1062,0.5136577276962367,0
Neg_899,0.2526443712464918,0
Neg_374,0.3070322702197086,0
Neg_2106,0.6979687684320272,0
Neg_3,0.1534426022643307,0
Neg_405,0.5368148699322339,0
Neg_1873,0.1946198623976105,0
Neg_2506,0.2844588098811795,0
Neg_2777,0.1313914464744709,0
Neg_762,0.204697698243578,0
Neg_401,0.6694343273441745,0
Neg_1801,1.1572277229757972,0
Neg_2863,0.2174067976808922,0
Neg_2412,0.2736348589068072,0
Neg_1094,0.096816140692891,0
Neg_1795,0.4476130097441251,0
Neg_1144,0.808205513545286,0
Neg_1201,0.2211720858485411,0
Neg_2435,0.460961813181831,0
Neg_252,0.3866761936157164,0
Neg_2676,0.116102147710665,0
Neg_322,0.7669553179313033,0
Neg_1525,0.1797181474521459,0
Neg_1228,0.307328287966462,0
Neg_2042,0.0427553108661822,0
Neg_2308,0.320118491137138,0
Neg_2157,0.107433057117115,0
Neg_2159,0.3261915339667053,0
Neg_2734,0.5207715487580072,0
Neg_1207,0.4389241784467531,0
Neg_120,0.3901860795992671,0
Neg_2631,0.4030472718761612,0
Neg_595,0.255890413014525,0
Neg_993,0.5739133161932747,0
Neg_1596,0.8511091992803499,0
Neg_2868,0.3141402931819411,0
Neg_579,0.7067223505515243,0
Neg_1663,0.438715012685514,0
Neg_1040,0.6209967475538146,0
Neg_2240,0.1809792834453264,0
Neg_2349,0.2012018446798111,0
Neg_2207,0.2295162961907733,0
Neg_1153,0.7890274618904812,0
Neg_580,0.7604054020873553,0
Neg_2390,0.6735797853355842,0
Neg_1683,0.6614366253419313,0
Neg_2601,0.5077223346063678,0
Neg_2888,0.3477977938501345,0
Neg_1121,0.4580645417201501,0
Neg_2688,0.1795623112536494,0
Neg_1493,0.5996008447274908,0
Neg_1272,0.2093435247872658,0
Neg_1242,0.214177739224577,0
Neg_1292,0.8006932967892418,0
Neg_2398,0.1083440802209536,0
Neg_1990,0.3609902835903295,0
Neg_2241,1.365823371508657,0
Neg_508,0.0630506036340084,0
Neg_307,0.1752267327635015,0
Neg_2448,0.2566204044901872,0
Neg_600,0.2406289682558906,0
Neg_601,0.3236891652066913,0
Neg_1217,0.3929149394951461,0
Neg_839,0.9019635120719742,0
Neg_682,0.5049937565892426,0
Neg_2187,0.3465007321087042,0
Neg_2821,0.1642358642802388,0
Neg_2789,0.0739295924171257,0
Neg_169,0.6134026257810603,0
Neg_320,0.1796468041491462,0
Neg_2889,0.1221840516437637,0
Neg_17,0.5095284870067304,0
Neg_1714,0.0450729796820859,0
Neg_2605,0.7797990357687816,0
Neg_1527,0.3196278131157831,0
Neg_83,0.6186071155571723,0
Neg_2246,0.1710313655653894,0
Neg_114,0.8188814015819548,0
Neg_1808,0.3873638752418357,0
Neg_958,1.0237692894650323,0
Neg_2093,0.2551052657060944,0
Neg_1561,0.0838965914699672,0
Neg_1870,0.4368318785717688,0
Neg_1335,0.2199925652411794,0
Neg_1574,0.0890691561714195,0
Neg_2188,0.1973509999146466,0
Neg_608,0.7806136942165738,0
Neg_1240,0.6074940478816045,0
Neg_2628,0.2443153016758857,0
Neg_1855,0.2533746472797406,0
Neg_1793,0.5475957363880805,0
Neg_2263,0.3684042266082331,0
Neg_2400,0.7325088768305352,0
Neg_1583,0.4781918637401771,0
Neg_410,0.8281742098064689,0
Neg_2849,0.4573747770368213,0
Neg_1389,0.2318854418310927,0
Neg_130,0.376864111225613,0
Neg_2784,0.1860302284383728,0
Neg_2759,0.6595255089438736,0
Neg_2148,1.023300494131227,0
Neg_2886,0.4844615378157866,0
Neg_903,0.3358325247119338,0
Neg_2844,0.5155686612666734,0
Neg_1071,0.3738316386291416,0
Neg_2491,0.8439386950998834,0
Neg_2731,0.5112626146407833,0
Neg_1497,0.2686096613028647,0
Neg_2096,0.0865976265330235,0
Neg_2234,0.2017933641624889,0
Neg_263,0.2219827039512347,0
Neg_2409,0.633697422064666,0
Neg_171,0.4787571444857653,0
Neg_2185,0.5768661910544964,0
Neg_1630,0.2099600825024787,0
Neg_239,0.7268960266703054,0
Neg_933,0.4866685253367893,0
Neg_2276,0.2112824790100385,0
Neg_2707,0.3949170020552158,0
Neg_1971,1.2570200587766862,0
Neg_293,0.7662138680041233,0
Neg_766,0.2059773471969682,0
Neg_1208,0.5656412973675368,0
Neg_1076,0.2950755968259134,0
Neg_2860,0.4240571704031486,0
Neg_2048,0.7173482844486473,0
Neg_837,0.7460811244449773,0
Neg_2085,0.2356435925523239,0
Neg_1812,0.436138872908671,0
Neg_659,0.3256088360283567,0
Neg_2775,0.1997167146773516,0
Neg_807,0.3082902287532087,0
Neg_379,0.2841720151299098,0
Neg_683,0.3476223478133185,0
Neg_2124,0.3459217736398025,0
Neg_1239,0.1389240550447024,0
Neg_1478,0.7065687258101232,0
Neg_711,0.3546746436651678,0
Neg_1422,0.424697529947354,0
Neg_2642,0.3193437510974022,0
Neg_2243,0.1355792588957958,0
Neg_419,0.6149570541711732,0
Neg_2335,0.4814648612496499,0
Neg_708,0.2562089406455935,0
Neg_2224,0.1431973293129141,0
Neg_75,0.2147976577771268,0
