,Kytedoolittle,y
Neg_1056,0.3040668333269882,0
Neg_2567,0.1036409409528082,0
Neg_849,0.1545060001086335,0
Neg_2338,0.2609734265065919,0
Neg_422,0.1308997408860245,0
Neg_1421,0.1353750575083902,0
Neg_2439,0.1556751093860744,0
Neg_563,0.1153819775550195,0
Neg_1622,0.2231129681148304,0
Neg_1578,0.1255361568122246,0
Neg_1939,0.1369235923413187,0
Neg_163,0.0763402641040809,0
Neg_287,0.3650966761316285,0
Neg_787,0.1032297703885674,0
Neg_1846,0.1007463237588449,0
Neg_1280,0.0099970467414525,0
Neg_1918,0.2297089675357413,0
Neg_999,0.1881061737612994,0
Neg_314,0.0781167763063856,0
Neg_2192,0.1285910339254944,0
Neg_605,0.0327193281791316,0
Neg_413,0.2431843477945778,0
Neg_1861,0.1445574315293499,0
Neg_342,0.4541367445354782,0
Neg_398,0.1159924934874482,0
Neg_96,0.035457608607098,0
Neg_1924,0.2862957947662668,0
Neg_592,0.3189334325289063,0
Neg_1985,0.1715499122909186,0
Neg_1045,0.1207250506418657,0
Neg_2542,0.1991794039307018,0
Neg_2165,0.0909668815989148,0
Neg_1526,0.1225295498376356,0
Neg_2709,0.12143966759169,0
Neg_2230,0.1108230159127523,0
Neg_2137,0.2197583116618854,0
Neg_2068,0.1363315680316068,0
Neg_2163,0.1102260921253992,0
Neg_2247,0.1013974116334702,0
Neg_529,0.1040233874221774,0
Neg_936,0.1141335041765822,0
Neg_2418,0.0620906372845538,0
Neg_2487,0.1641554389646794,0
Neg_703,0.261552026758502,0
Neg_1742,0.1015502591746192,0
Neg_305,0.0539818957967119,0
Neg_1078,0.141100045488891,0
Neg_1672,0.0476803986550035,0
Neg_2568,0.0354235732258869,0
Neg_1911,0.1285174854004291,0
Neg_2397,0.0797714360641964,0
Neg_992,0.0540474018023382,0
Neg_1161,0.0893765296475407,0
Neg_2581,0.2280970393277095,0
Neg_701,0.1218684785697505,0
Neg_464,0.1068791806360837,0
Neg_1692,0.205818580287472,0
Neg_774,0.1966373366890501,0
Neg_2620,0.0413940646350446,0
Neg_979,0.0469154580309152,0
Neg_2827,0.0762647998226326,0
Neg_2729,0.2227383323690439,0
Neg_2277,0.1800986356726593,0
Neg_1632,0.125898877211142,0
Neg_2756,0.3420514515478957,0
Neg_1898,0.1196254851615315,0
Neg_1391,0.1957290919984361,0
Neg_1059,0.0767413065596731,0
Neg_1746,0.128672839599924,0
Neg_1847,0.1105693442643526,0
Neg_1490,0.0816715824333954,0
Neg_450,0.5668305781100765,0
Neg_1448,0.1807898780683381,0
Neg_2410,0.1622773680869464,0
Neg_1301,0.1139887053103506,0
Neg_696,0.1407905342412478,0
Neg_2757,0.1411468556394975,0
Neg_815,0.0311304388572246,0
Neg_890,0.1285639336422271,0
Neg_2049,0.1153983110873243,0
Neg_634,0.0687885405787596,0
Neg_1241,0.1429012255212962,0
Neg_1265,0.1311504428171405,0
Neg_1145,0.0259684387753802,0
Neg_364,0.3168105204280488,0
Neg_2428,0.1509743323587532,0
Neg_2873,0.066054304914943,0
Neg_2762,0.0668589659153958,0
Neg_1932,0.1085278742615672,0
Neg_218,0.1417055426562025,0
Neg_1471,0.0594775601218161,0
Neg_211,0.1192551470715627,0
Neg_88,0.1100809519985958,0
Neg_1800,0.0919497325591079,0
Neg_1995,0.0573089856259736,0
Neg_2231,0.2208888131492885,0
Neg_1090,0.2095893446449433,0
Neg_1457,0.1803441071162445,0
Neg_795,0.2040395578268276,0
Neg_1614,0.2105519582977763,0
Neg_732,0.0378429854814664,0
Neg_2025,0.1624369054041189,0
Neg_2088,0.198659540339558,0
Neg_2527,0.1062242847355053,0
Neg_2021,0.0327291240395235,0
Neg_2570,0.1476179908883965,0
