,Charge_density,Charge_phys,Charge_acid,y
peptide_nm_300,0.0004748736530943,0.103663974001285,0.103663974001285,0
peptide_nm_301,0.0010886445440521,0.0151619841887772,0.0604606591170895,0
peptide_nm_302,0.0005630235949847,0.0292444446101277,0.0292444446101277,0
peptide_nm_303,0.0015218286341664,0.1445680955055242,0.1445680955055242,0
peptide_nm_304,-0.0002522811220539,0.0288190123867428,0.0223983942608582,0
peptide_nm_305,-0.0009623418906848,0.1574591643244433,0.1574591643244433,0
peptide_nm_306,0.000510591866901,0.106303533309532,0.1255965566542367,0
peptide_nm_307,0.0014565804406527,0.0754519488720269,0.0754519488720269,0
peptide_nm_308,0.0008284859564567,0.0621854806046669,0.0621854806046669,0
peptide_nm_309,3.2451096198029575e-05,0.0998508162875328,0.0971428970324495,0
peptide_nm_310,0.0004589806943339,0.0659966125428175,0.0729503478381611,0
peptide_nm_311,0.0038474245189516,0.0481177269762092,0.0481177269762092,0
peptide_nm_312,0.0004083753779927,0.0902066897503439,0.0902066897503439,0
peptide_nm_313,6.472712407167677e-05,0.075965982906654,0.0988904014902368,0
peptide_nm_314,0.0013480760231058,0.1782827208779475,0.1782827208779475,0
peptide_nm_315,0.0003967702592129,0.0442568867256343,0.0283853569806535,0
peptide_nm_316,0.0005847884614256,0.1296842211834354,0.1296842211834354,0
peptide_nm_317,0.0003487394811454,0.1115118938632481,0.1115118938632481,0
peptide_nm_318,0.0011063381647867,0.0625,0.0625,0
peptide_nm_319,-0.0004426536746676,0.0461128445564481,0.0768399502475273,0
peptide_nm_320,-1.4613793960118956e-06,0.1445680955055244,0.1445680955055244,0
peptide_nm_321,3.3032298981944545e-07,0.0357142857142858,0.0357142857142858,0
peptide_nm_322,0.0046116824894514,0.2467643795008177,0.2467643795008177,0
peptide_nm_323,-0.001479859117412,0.1255965566542368,0.1255965566542368,0
peptide_nm_324,0.0016290399756405,0.1039133049356918,0.1039133049356918,0
peptide_nm_325,0.0007498198041245,0.148675745006692,0.1332346775052982,0
peptide_nm_326,0.0016297102435042,0.0215010910595235,0.0864074362618319,0
peptide_nm_327,-0.0003807347006012,0.0312312692624561,0.0472578810753011,0
peptide_nm_328,0.0006523856527451,0.1540723333417063,0.1540723333417063,0
peptide_nm_329,0.000588042596839,0.1084401183107952,0.0962250448649376,0
peptide_nm_330,-0.0002168781948397,0.0340277780855593,0.0821960429211927,0
peptide_nm_331,-0.0004814067454597,0.0555555555555555,0.0555555555555555,0
peptide_nm_332,0.0004820300036289,0.0669864331472099,0.0746203139074313,0
peptide_nm_333,0.0006818430257979,0.0676450185824474,0.0676450185824474,0
peptide_nm_334,5.267828560545585e-05,0.0635773733270811,0.0768560310401917,0
peptide_nm_335,0.0004434198052227,0.1734129679556617,0.1513864264702638,0
peptide_nm_336,0.0007786392193557,0.0291737992906302,0.0187033694458988,0
peptide_nm_337,0.0002850998988906,0.0579298678242475,0.0579298678242475,0
peptide_nm_338,0.0015341239408279,0.0527907748303881,0.0818123353712104,0
peptide_nm_339,0.0004114266556369,0.1279139942476211,0.1150302633904866,0
peptide_nm_340,0.0012697019983341,0.0488600204750954,0.0488600204750954,0
peptide_nm_341,-0.0006593854055154,0.1808634918741396,0.1808634918741396,0
peptide_nm_342,0.000499143037556,0.109423083668023,0.109423083668023,0
peptide_nm_343,0.001056001579595,0.1528284440887533,0.1528284440887533,0
peptide_nm_344,-4.23051214580037e-07,0.0316597333011443,0.0316597333011443,0
peptide_nm_345,0.0007897394161354,0.055533444572363,0.0464210335478801,0
peptide_nm_346,-3.346048316937697e-06,0.0909090909090909,0.0909090909090909,0
peptide_nm_347,-4.997965114203504e-05,0.2001467524448272,0.2001467524448272,0
peptide_nm_348,0.0003627960716348,0.0874157998106812,0.1167904282657453,0
peptide_nm_349,0.0004989173493519,0.2556430661290188,0.2556430661290188,0
peptide_nm_350,0.0011363320877082,0.0481763546670729,0.0762788811466373,0
peptide_nm_351,-3.2352425757922974e-05,0.1307157500485862,0.1307157500485862,0
peptide_nm_352,6.017335944857134e-07,0.137866737027574,0.137866737027574,0
peptide_nm_353,0.0003182299908537,0.0422154519118309,0.070785745147033,0
peptide_nm_354,-0.0004802139396234,0.0676618536512147,0.0676618536512147,0
peptide_nm_355,0.0003618531627548,0.0841324882351651,0.0894848553414894,0
peptide_nm_356,0.0011753627026867,0.0842060222083662,0.0842060222083662,0
peptide_nm_357,0.0003511152037452,0.0591043902958807,0.0591043902958807,0
peptide_nm_358,0.0011942995873841,0.0950004364024776,0.1091905164533462,0
peptide_nm_359,-0.0014725923961487,0.2998096967481545,0.2998096967481545,0
peptide_nm_360,0.0023712849736831,0.0315723959394418,0.0315723959394418,0
peptide_nm_361,-2.7670554379557e-06,0.0833333333333333,0.0833333333333333,0
peptide_nm_362,0.0006406536077647,0.0264535999719264,0.0264535999719264,0
peptide_nm_363,-0.0027581163679512,0.1611040944764793,0.1611040944764793,0
