,APAAC_Pc1.A,APAAC_Pc1.R,APAAC_Pc1.N,APAAC_Pc1.D,APAAC_Pc1.C,APAAC_Pc1.Q,APAAC_Pc1.E,APAAC_Pc1.G,APAAC_Pc1.H,APAAC_Pc1.I,APAAC_Pc1.L,APAAC_Pc1.K,APAAC_Pc1.M,APAAC_Pc1.F,APAAC_Pc1.P,APAAC_Pc1.S,APAAC_Pc1.T,APAAC_Pc1.W,APAAC_Pc1.Y,APAAC_Pc1.V,APAAC_Pc2.Hydrophobicity.1,APAAC_Pc2.Hydrophilicity.1,APAAC_Pc2.Hydrophobicity.2,APAAC_Pc2.Hydrophilicity.2,APAAC_Pc2.Hydrophobicity.3,APAAC_Pc2.Hydrophilicity.3,y
peptide_nm_210,2.7074554934620467,0.902485164487349,0.0,0.902485164487349,0.0,0.0,0.902485164487349,1.804970328974698,0.0,0.902485164487349,3.609940657949396,0.902485164487349,0.902485164487349,0.0,1.804970328974698,1.804970328974698,0.902485164487349,1.804970328974698,0.0,3.609940657949396,0.0272768981968542,0.015833200084579,0.0194252858195454,0.0144314907107792,0.0139510528476457,0.0065969078532473,0
peptide_nm_211,2.9579132759831617,0.0,0.9859710919943871,0.9859710919943871,0.9859710919943871,0.0,2.9579132759831617,1.9719421839887743,0.9859710919943871,3.943884367977549,0.9859710919943871,3.943884367977549,0.9859710919943871,0.0,0.0,0.9859710919943871,0.0,0.0,0.9859710919943871,1.9719421839887743,0.0063309318345231,-0.0004241360619657,0.0039249036171517,0.0014428372884223,0.0019452967203021,0.0008090746071791,0
peptide_nm_212,2.063062397970306,3.094593596955459,5.157655994925765,0.0,0.0,2.063062397970306,1.031531198985153,0.0,0.0,1.031531198985153,2.063062397970306,2.063062397970306,0.0,4.126124795940612,1.031531198985153,1.031531198985153,2.063062397970306,0.0,2.063062397970306,1.031531198985153,0.0065531892939729,-0.0005446638567317,-0.0138412499019974,-0.017003645584052,-0.007497237954098,0.0008024090177533,0
peptide_nm_213,4.980019798143544,1.9920079192574172,1.9920079192574172,2.9880118788861263,1.9920079192574172,1.9920079192574172,2.9880118788861263,6.972027717400961,0.9960039596287088,5.976023757772253,5.976023757772253,9.960039596287087,1.9920079192574172,2.9880118788861263,2.9880118788861263,7.968031677029669,1.9920079192574172,0.0,0.9960039596287088,5.976023757772253,-0.0029264309607128,-0.0065064134479751,0.0075158054407674,0.0070555574150215,-0.0045258557068463,0.0033833776310366,0
peptide_nm_214,0.9576421901592056,0.9576421901592056,0.9576421901592056,0.0,0.0,0.0,1.9152843803184116,0.0,0.0,0.0,0.9576421901592056,0.0,0.0,0.9576421901592056,0.0,0.0,0.0,0.0,0.0,0.0,-0.0437941511501664,-0.0187383104002689,0.0153514005482517,-0.0003273705650379,0.0409955611802939,0.0488706802277219,0
peptide_nm_215,1.0021560814860602,0.0,0.0,1.0021560814860602,0.0,1.0021560814860602,1.0021560814860602,0.0,0.0,1.0021560814860602,3.0064682444581803,0.0,0.0,0.0,0.0,3.0064682444581803,0.0,0.0,1.0021560814860602,0.0,0.0041351661672746,0.0158256873239453,0.0016062865886893,-0.0049410177477475,-0.0006848236003756,-0.0180973802178462,0
peptide_nm_216,2.920124934308101,0.9733749781027006,1.9467499562054007,2.920124934308101,0.0,0.0,0.0,0.0,0.0,0.9733749781027006,3.8934999124108014,0.9733749781027006,0.0,0.0,0.0,1.9467499562054007,0.9733749781027006,0.0,0.0,0.9733749781027006,0.0042893451978085,0.0104892858072406,-0.0024613720889239,0.0029421776997824,0.0075413061091118,0.0038242791722799,0
peptide_nm_217,1.0258871014602788,2.0517742029205577,2.0517742029205577,2.0517742029205577,0.0,2.0517742029205577,1.0258871014602788,2.0517742029205577,0.0,2.0517742029205577,4.103548405841115,5.129435507301394,0.0,0.0,2.0517742029205577,0.0,0.0,0.0,3.0776613043808365,3.0776613043808365,0.0026553698139218,-0.0078301178438553,0.0026660927983012,0.00611814565745,-0.0119919159536251,-0.0175046759324714,0
peptide_nm_218,0.0,0.9475871249990302,2.8427613749970906,0.9475871249990302,0.0,1.8951742499980604,0.9475871249990302,0.0,0.0,0.9475871249990302,0.0,0.0,0.9475871249990302,0.0,0.9475871249990302,0.9475871249990302,0.9475871249990302,0.0,0.0,0.0,0.0107080096035135,-0.0018257545392364,0.0132191564142653,0.0165932529016752,0.016162678759909,-0.0024444681391569,0
peptide_nm_219,0.0,0.9222100819231588,0.0,2.7666302457694765,0.0,0.9222100819231588,0.9222100819231588,0.9222100819231588,0.9222100819231588,0.0,2.7666302457694765,1.8444201638463176,0.0,0.0,0.9222100819231588,3.688840327692635,0.9222100819231588,0.0,0.0,0.0,0.0180959123823419,0.0191672327802142,0.0038053393552686,0.006236471449827,0.0105209906523308,0.0199639714568584,0
peptide_nm_220,2.112929185686783,2.112929185686783,0.0,4.225858371373566,0.0,1.0564645928433916,0.0,2.112929185686783,1.0564645928433916,1.0564645928433916,3.1693937785301745,1.0564645928433916,1.0564645928433916,0.0,1.0564645928433916,0.0,2.112929185686783,0.0,1.0564645928433916,1.0564645928433916,0.0026355303527832,-0.0020626943730872,-0.0339511812792855,-0.0210600471904795,-0.0016991749417315,-0.0003270254115907,0
peptide_nm_221,2.041408500442043,0.0,0.0,0.0,1.0207042502210215,0.0,4.082817000884086,0.0,1.0207042502210215,0.0,0.0,1.0207042502210215,1.0207042502210215,1.0207042502210215,0.0,1.0207042502210215,0.0,0.0,1.0207042502210215,1.0207042502210215,-0.0025814426685358,-0.0078638626652963,0.004206041337055,0.0089710461875394,-0.0130719079116256,-0.0103641245001582,0
peptide_nm_222,1.9126875270004784,0.0,0.0,0.0,0.0,0.9563437635002392,0.9563437635002392,0.0,0.0,0.0,0.0,7.650750108001914,0.0,0.0,0.9563437635002392,3.825375054000957,1.9126875270004784,0.0,0.0,2.8690312905007174,0.0162364308823997,0.0278604496652307,-0.0024005027120726,0.008859611644953,-0.0045946490694237,-0.0023051039113262,0
peptide_nm_223,1.032444588269939,1.032444588269939,0.0,0.0,0.0,1.032444588269939,1.032444588269939,1.032444588269939,0.0,2.0648891765398774,2.0648891765398774,2.0648891765398774,1.032444588269939,3.0973337648098163,0.0,2.0648891765398774,0.0,0.0,1.032444588269939,0.0,-0.0009305802663203,-0.0001915945188627,-0.0195298538052644,-0.0172126935474191,0.0034162209171984,0.0020039129507294,0
peptide_nm_224,0.0,0.0,2.005315874551312,0.0,0.0,5.013289686378281,0.0,5.013289686378281,1.002657937275656,0.0,0.0,0.0,2.005315874551312,0.0,1.002657937275656,4.010631749102624,0.0,0.0,2.005315874551312,0.0,-0.003008330306259,-0.0022747395748445,0.0031690419181825,0.0005093338024726,-0.0020654103402398,0.0010121672250321,0
peptide_nm_225,1.0059604776319302,2.0119209552638604,0.0,1.0059604776319302,0.0,0.0,1.0059604776319302,1.0059604776319302,3.017881432895791,1.0059604776319302,1.0059604776319302,1.0059604776319302,0.0,1.0059604776319302,2.0119209552638604,5.029802388159651,1.0059604776319302,0.0,0.0,3.017881432895791,-0.0033096577865332,0.0004898027485081,0.0024712569283546,0.002967151673983,-0.0073082450048587,-0.0012707861913841,0
peptide_nm_226,0.0,0.0,0.9582175449780824,0.0,0.9582175449780824,0.0,1.9164350899561649,0.9582175449780824,0.0,0.9582175449780824,2.8746526349342467,0.0,0.0,1.9164350899561649,0.0,0.9582175449780824,0.9582175449780824,0.0,0.0,0.0,0.0060920618495685,0.0168536695184547,0.0190656969492215,0.0002727098632649,0.0006463329060084,-0.0011480160646005,0
peptide_nm_227,2.164599847484587,1.0822999237422934,0.0,0.0,0.0,0.0,1.0822999237422934,0.0,0.0,1.0822999237422934,2.164599847484587,1.0822999237422934,2.164599847484587,0.0,0.0,1.0822999237422934,0.0,1.0822999237422934,1.0822999237422934,1.0822999237422934,-0.0095206614750462,-0.0206334179015055,-0.0184701183317121,-0.0118984270984999,-0.0070086045494208,-0.0147686943861086,0
peptide_nm_228,1.967269950282838,1.967269950282838,0.983634975141419,1.967269950282838,0.983634975141419,0.0,0.0,1.967269950282838,0.0,2.9509049254242568,0.0,0.983634975141419,0.983634975141419,0.0,0.983634975141419,0.0,0.0,0.0,0.983634975141419,0.983634975141419,0.0001206488665011,-0.0017135695557951,-0.0215610721018031,-6.896220388582953e-06,0.0253350636010865,0.0141908502689801,0
peptide_nm_229,0.0,0.0,0.0,0.0,0.0,0.0,1.9864047943459,0.0,0.0,1.9864047943459,3.9728095886918,1.9864047943459,0.0,0.99320239717295,0.0,0.99320239717295,0.99320239717295,0.0,0.0,0.99320239717295,0.0035071495918208,-0.0061554461989992,-0.0025285832483814,0.0006724723427148,0.0088301920978075,0.0024718182420875,0
peptide_nm_230,0.0,0.0,2.036125873303935,1.0180629366519676,0.0,0.0,0.0,1.0180629366519676,1.0180629366519676,2.036125873303935,2.036125873303935,0.0,0.0,0.0,0.0,1.0180629366519676,1.0180629366519676,0.0,1.0180629366519676,0.0,-0.0039025549347738,0.0010499900730836,0.0058473996193011,0.0061086956493841,-0.0167157053860641,-0.0104507616728988,0
peptide_nm_231,0.0,0.0,0.0,2.0633247517508853,1.0316623758754426,0.0,2.0633247517508853,0.0,0.0,1.0316623758754426,1.0316623758754426,1.0316623758754426,1.0316623758754426,1.0316623758754426,0.0,0.0,1.0316623758754426,0.0,1.0316623758754426,0.0,-0.0101375863199185,-0.0216851980773069,-0.0096346577390433,-0.018321856785778,0.0076522447010219,0.0204646783455824,0
peptide_nm_232,4.124860947059823,1.031215236764956,0.0,5.156076183824779,0.0,0.0,2.062430473529912,1.031215236764956,0.0,2.062430473529912,3.093645710294868,1.031215236764956,1.031215236764956,1.031215236764956,1.031215236764956,3.093645710294868,1.031215236764956,0.0,0.0,3.093645710294868,0.0053228596362271,0.0095863794616344,-0.0095662883633557,-0.0104724296194307,-0.0136526641761403,-0.0124330937038906,0
peptide_nm_233,2.0768185886162693,2.0768185886162693,1.038409294308135,3.115227882924404,0.0,1.038409294308135,2.0768185886162693,4.153637177232539,0.0,4.153637177232539,1.038409294308135,2.0768185886162693,0.0,2.0768185886162693,1.038409294308135,0.0,2.0768185886162693,0.0,1.038409294308135,4.153637177232539,-0.0042437082083424,0.0066682010302447,-0.0286779958703241,-0.0231614866735994,0.0051497126022991,0.0058559828115875,0
peptide_nm_234,2.046955037979292,2.046955037979292,0.0,1.0234775189896457,1.0234775189896457,1.0234775189896457,2.046955037979292,1.0234775189896457,0.0,1.0234775189896457,3.070432556968937,0.0,0.0,1.0234775189896457,0.0,0.0,1.0234775189896457,0.0,1.0234775189896457,4.093910075958583,0.0228454707110848,0.0098953623713008,-0.0055173684430533,-0.0043202288866624,-0.0230500493299232,-0.0233307054123923,0
peptide_nm_235,0.0,1.048731485444514,0.0,4.194925941778056,0.0,0.0,1.048731485444514,1.048731485444514,0.0,1.048731485444514,2.097462970889028,0.0,2.097462970889028,0.0,2.097462970889028,0.0,1.048731485444514,0.0,0.0,2.097462970889028,0.0138802412375213,0.0149561375837757,-0.0237407795224315,-0.0257318980846566,-0.020316737858894,-0.0077784487998289,0
peptide_nm_236,4.857029035583952,0.0,2.9142174213503718,0.0,0.0,0.9714058071167904,2.9142174213503718,3.8856232284671615,1.9428116142335807,1.9428116142335807,0.9714058071167904,0.9714058071167904,0.9714058071167904,0.0,0.9714058071167904,0.9714058071167904,0.9714058071167904,0.0,1.9428116142335807,0.0,0.0098192409497003,0.0049030746645267,0.0043984870551766,0.0016065841404594,0.0048837803670877,0.0029830257062585,0
peptide_nm_237,0.0,0.0,0.0,0.0,0.0,0.9714698709206172,0.9714698709206172,4.857349354603086,0.0,1.9429397418412344,2.9144096127618515,0.0,0.0,0.0,1.9429397418412344,0.0,1.9429397418412344,0.0,0.0,0.9714698709206172,0.013829572927224,0.0009126648065655,0.0044469135562429,-0.003906198474955,0.0115986106427511,0.0016485656215543,0
peptide_nm_238,0.9801017698464494,0.0,0.0,0.9801017698464494,0.0,0.0,0.0,0.0,0.0,0.0,0.9801017698464494,2.9403053095393483,0.9801017698464494,1.9602035396928987,0.9801017698464494,0.9801017698464494,0.0,0.0,0.9801017698464494,0.0,-0.0058438640864273,-0.0037284847343927,0.0221603304638976,0.0153109806056161,0.0005263981619277,-0.0085271302570707,0
peptide_nm_239,0.997303177329286,0.997303177329286,0.997303177329286,2.991909531987857,0.0,4.98651588664643,0.0,1.994606354658572,1.994606354658572,0.0,4.98651588664643,0.0,0.0,0.0,1.994606354658572,0.0,0.997303177329286,0.0,1.994606354658572,1.994606354658572,-0.0084615261707593,-0.0127755805905707,-0.0057168198814608,-0.005500670349318,0.0204369063911625,0.0147145132716605,0
peptide_nm_240,1.044268992366786,4.177075969467144,1.044268992366786,0.0,0.0,2.088537984733572,0.0,1.044268992366786,0.0,2.088537984733572,2.088537984733572,3.1328069771003584,2.088537984733572,2.088537984733572,2.088537984733572,0.0,2.088537984733572,1.044268992366786,2.088537984733572,2.088537984733572,-0.0267292888493595,-0.013698790623651,-0.0197138515191666,-0.0162267284799708,0.0212359647667499,0.010863702338612,0
peptide_nm_241,1.0014549227816518,1.0014549227816518,0.0,2.002909845563304,0.0,0.0,7.010184459471563,2.002909845563304,0.0,0.0,3.0043647683449555,1.0014549227816518,0.0,1.0014549227816518,1.0014549227816518,0.0,1.0014549227816518,0.0,0.0,2.002909845563304,-0.0039102049844004,0.0243513300836784,-0.0129847330994952,-0.0047615875058528,-0.0099116773789857,0.005761950103404,0
peptide_nm_242,0.0,0.9802746183627904,0.0,0.9802746183627904,0.0,0.9802746183627904,0.0,0.0,1.9605492367255808,1.9605492367255808,3.9210984734511616,0.0,0.9802746183627904,1.9605492367255808,0.0,4.901373091813952,3.9210984734511616,0.0,2.940823855088371,1.9605492367255808,0.0080392154599785,0.0092507113624396,-0.0050201273844881,-0.0024937788669896,0.0062136260917316,0.0037357349745375,0
peptide_nm_243,2.0087318087160257,1.0043659043580129,1.0043659043580129,3.0130977130740386,1.0043659043580129,0.0,1.0043659043580129,2.0087318087160257,0.0,2.0087318087160257,0.0,3.0130977130740386,0.0,1.0043659043580129,1.0043659043580129,1.0043659043580129,2.0087318087160257,0.0,1.0043659043580129,5.021829521790064,-0.0074871347787205,-0.0032703299540584,-0.0033965055678617,0.0014995144232376,0.0022720847418295,0.0060164667775607,0
peptide_nm_244,0.0,0.94574869805798,1.89149739611596,0.94574869805798,0.0,0.0,0.0,0.94574869805798,0.0,0.0,1.89149739611596,1.89149739611596,0.0,0.94574869805798,0.0,0.0,0.94574869805798,0.0,0.0,0.0,0.0057891090782796,0.0074017655345309,0.0196340020581768,0.0077090673315678,0.0062385431379052,0.0074788148015592,0
peptide_nm_245,1.0146084214427415,1.0146084214427415,0.0,1.0146084214427415,0.0,0.0,1.0146084214427415,0.0,1.0146084214427415,0.0,1.0146084214427415,2.029216842885483,1.0146084214427415,0.0,2.029216842885483,0.0,1.0146084214427415,0.0,0.0,1.0146084214427415,0.0008663693338948,0.0177434555927736,-0.0043137956219678,-0.0103185994917223,-0.0149556894962288,-0.003630161759491,0
peptide_nm_246,3.112429685941522,0.0,1.0374765619805073,1.0374765619805073,0.0,0.0,2.0749531239610146,1.0374765619805073,0.0,2.0749531239610146,4.149906247922029,2.0749531239610146,2.0749531239610146,0.0,1.0374765619805073,0.0,0.0,0.0,0.0,0.0,-0.0064170579041378,-0.0065023002330335,0.0035810756468441,0.0004079988592822,-0.01429497979908,-0.0142512985503822,0
peptide_nm_247,1.0089294878150386,1.0089294878150386,1.0089294878150386,0.0,0.0,1.0089294878150386,0.0,1.0089294878150386,0.0,1.0089294878150386,0.0,1.0089294878150386,0.0,0.0,1.0089294878150386,0.0,1.0089294878150386,1.0089294878150386,0.0,3.026788463445116,-0.0034438669106864,0.003765043587103,-0.00673439402624,0.0054094086586696,0.0007384458165606,-0.0086641249404454,0
peptide_nm_248,0.973030260668132,0.973030260668132,0.0,0.973030260668132,0.0,0.0,0.973030260668132,0.973030260668132,0.973030260668132,1.946060521336264,1.946060521336264,0.973030260668132,1.946060521336264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0219748243310425,-0.0037071832803213,0.0010284323983751,0.0023663493341348,0.0324288769225695,0.0168280882881522,0
peptide_nm_249,2.0063055379340216,0.0,0.0,1.0031527689670108,2.0063055379340216,1.0031527689670108,2.0063055379340216,2.0063055379340216,2.0063055379340216,1.0031527689670108,4.012611075868043,0.0,1.0031527689670108,0.0,1.0031527689670108,1.0031527689670108,0.0,0.0,0.0,2.0063055379340216,0.0039731771169112,-0.000170438272678,0.0002453555089067,-0.0126897746278476,0.0082790630052044,-0.0027901516975077,0
peptide_nm_250,3.145352999644757,2.096901999763172,1.048450999881586,0.0,0.0,0.0,1.048450999881586,3.145352999644757,1.048450999881586,0.0,3.145352999644757,2.096901999763172,0.0,0.0,2.096901999763172,0.0,2.096901999763172,1.048450999881586,0.0,3.145352999644757,-0.0004229307136711,-0.0007374591870225,-0.0063941812724761,-0.000763350278222,-0.0199243319861133,-0.0202087464440805,0
peptide_nm_251,0.982230371638281,0.0,0.0,0.0,0.0,0.982230371638281,1.964460743276562,1.964460743276562,0.0,0.982230371638281,0.982230371638281,0.982230371638281,0.0,0.0,0.0,0.982230371638281,0.0,0.0,0.0,2.946691114914843,0.0189820085353077,0.007199252363611,0.0057173827575168,0.0062679146905524,-0.010040871360187,-0.010356058625082,0
peptide_nm_252,0.962064971268009,0.0,0.0,3.848259885072036,0.0,1.924129942536018,0.0,0.0,0.0,0.0,0.962064971268009,0.0,0.962064971268009,0.0,0.962064971268009,0.962064971268009,0.962064971268009,0.0,0.0,0.0,0.0029303308637202,0.0069346611253752,-0.0084548081607796,-0.0016963233176506,0.0082752539497891,0.0299459142715364,0
peptide_nm_253,0.0,1.0659915841911658,0.0,0.0,0.0,0.0,3.197974752573497,3.197974752573497,0.0,0.0,3.197974752573497,0.0,1.0659915841911658,1.0659915841911658,0.0,0.0,0.0,0.0,0.0,1.0659915841911658,-0.0104837230608225,-0.0220541762281578,-0.0155378672540877,-0.0099013323477706,-0.0091728016201291,0.0011583163198021,0
peptide_nm_254,3.887484675939569,2.915613506954677,1.9437423379697845,4.859355844924461,0.9718711689848922,0.0,3.887484675939569,3.887484675939569,0.0,1.9437423379697845,4.859355844924461,0.9718711689848922,0.0,4.859355844924461,1.9437423379697845,1.9437423379697845,1.9437423379697845,0.0,2.915613506954677,6.803098182894246,-0.0091547771750459,0.0007815867650528,-0.0027137719226212,-6.782694898241154e-05,0.0253975849250768,0.0138860353716277,0
peptide_nm_255,2.009659135177428,2.009659135177428,1.0048295675887138,0.0,0.0,1.0048295675887138,1.0048295675887138,1.0048295675887138,2.009659135177428,0.0,0.0,1.0048295675887138,0.0,1.0048295675887138,0.0,0.0,1.0048295675887138,1.0048295675887138,1.0048295675887138,2.009659135177428,0.0031193584040224,0.0249984804431377,-0.0079064751264611,-0.0008619048421677,-0.01814841028239,-0.0060306161848549,0
peptide_nm_256,0.0,0.0,0.0,0.8891940570720938,0.0,0.0,1.7783881141441875,0.8891940570720938,0.0,0.8891940570720938,1.7783881141441875,1.7783881141441875,0.8891940570720938,0.8891940570720938,0.0,0.0,0.0,0.0,0.0,0.0,0.0242653891771108,0.0354516659916997,0.0247432742905051,0.0248199925809242,0.0037386472538731,-0.002213026366207,0
peptide_nm_257,1.0335432595485816,0.0,1.0335432595485816,0.0,1.0335432595485816,0.0,2.0670865190971632,1.0335432595485816,0.0,0.0,1.0335432595485816,1.0335432595485816,0.0,0.0,1.0335432595485816,1.0335432595485816,0.0,1.0335432595485816,1.0335432595485816,1.0335432595485816,-0.0138911252988076,-0.0187357278585554,-0.0029328320103759,-0.0089175201717407,0.003538495462991,0.007395450327907,0
peptide_nm_258,0.0,0.0,1.0317246810145653,1.0317246810145653,0.0,2.0634493620291305,3.095174043043696,1.0317246810145653,0.0,1.0317246810145653,3.095174043043696,1.0317246810145653,0.0,1.0317246810145653,1.0317246810145653,0.0,0.0,1.0317246810145653,0.0,1.0317246810145653,-0.0083050702217899,-0.0110665146010806,-0.0138578098401242,-0.0148458157716045,0.0044473500671386,0.0119031793528955,0
peptide_nm_259,0.9602771830153486,1.9205543660306967,0.0,1.9205543660306967,0.0,0.9602771830153486,1.9205543660306967,0.0,0.0,4.801385915076743,2.8808315490460457,0.9602771830153486,0.9602771830153486,0.0,2.8808315490460457,0.0,1.9205543660306967,0.9602771830153486,0.9602771830153486,2.8808315490460457,0.0057839358862684,-0.0019061352232751,-0.0048311757671017,-0.001549527776377,0.0167204344534639,0.0255052854116731,0
peptide_nm_260,3.0892897533003865,3.0892897533003865,0.0,2.0595265022002573,0.0,0.0,1.029763251100129,2.0595265022002573,0.0,1.029763251100129,2.0595265022002573,0.0,0.0,0.0,1.029763251100129,2.0595265022002573,0.0,0.0,0.0,1.029763251100129,-0.0074594361762131,-0.0111477224989546,-0.0112972805252225,0.0110927232662338,-0.013539023911421,0.0025874887454486,0
peptide_nm_261,4.981389428775599,0.0,0.0,1.99255577151024,0.99627788575512,0.0,3.98511154302048,2.9888336572653595,0.0,0.99627788575512,2.9888336572653595,0.99627788575512,0.0,0.0,0.0,1.99255577151024,0.0,0.0,0.99627788575512,4.981389428775599,0.0027240041122486,-0.0048328414804316,0.0041959467710817,-0.0006451099035071,0.006547775339807,-0.0042676605943184,0
peptide_nm_262,0.0,0.0,0.932822641663902,0.932822641663902,0.0,0.0,0.0,0.0,0.0,3.731290566655608,2.7984679249917064,0.932822641663902,2.7984679249917064,3.731290566655608,1.865645283327804,5.596935849983413,0.0,0.0,0.932822641663902,0.0,0.0104454681053658,0.0056834556119353,0.014455065446448,0.0094691146389235,0.0149880864748157,0.0121361680586092,0
peptide_nm_263,1.9926273843084443,0.0,0.0,1.9926273843084443,0.9963136921542224,0.9963136921542224,0.9963136921542224,2.988941076462667,0.9963136921542224,2.988941076462667,2.988941076462667,2.988941076462667,0.0,0.9963136921542224,0.0,0.9963136921542224,1.9926273843084443,0.0,1.9926273843084443,0.9963136921542224,-0.0105671199295488,-0.0072733022130201,0.0130592984200919,0.0167634866340982,-0.0015655328778658,-0.0067305221879776,0
peptide_nm_264,3.015470411956652,2.010313607971101,0.0,2.010313607971101,0.0,0.0,4.020627215942202,2.010313607971101,0.0,3.015470411956652,3.015470411956652,1.0051568039855503,0.0,0.0,1.0051568039855503,1.0051568039855503,1.0051568039855503,1.0051568039855503,0.0,0.0,0.0055258032890184,0.0128926334810448,-0.0140559534195046,-0.0074779151914754,-0.0036978293001985,0.0016564571555647,0
peptide_nm_265,1.94261102613827,0.0,0.0,0.0,0.0,0.971305513069135,0.0,0.971305513069135,0.0,0.971305513069135,0.971305513069135,2.9139165392074053,0.0,0.0,0.0,1.94261102613827,0.0,0.0,0.0,0.0,-0.0294970745499275,-0.0139129820724924,-0.0134771420209776,-0.0038517489710741,0.0503197874654262,0.0391136470799105,0
peptide_nm_266,1.0465483458148652,1.0465483458148652,0.0,0.0,0.0,1.0465483458148652,0.0,2.0930966916297304,0.0,0.0,0.0,1.0465483458148652,1.0465483458148652,0.0,1.0465483458148652,1.0465483458148652,0.0,1.0465483458148652,0.0,1.0465483458148652,-0.0099362412583526,0.0005137969777502,-0.024282956640416,-0.0134238180579575,-0.0031431332747672,0.003724006438878,0
peptide_nm_267,0.0,0.0,0.0,0.0,0.0,0.0,2.028134540485769,1.0140672702428846,0.0,3.042201810728654,2.028134540485769,0.0,0.0,1.0140672702428846,3.042201810728654,3.042201810728654,0.0,0.0,0.0,3.042201810728654,0.0194789083577095,0.0074581874683187,0.0007482132767609,-0.0155059936205261,-0.0035255685010006,-0.0227210172241471,0
peptide_nm_268,0.0,0.0,1.581104102537239,1.581104102537239,0.0,0.0,3.952760256343097,0.7905520512686195,0.0,0.7905520512686195,0.0,1.581104102537239,0.0,0.0,0.0,2.3716561538058585,0.0,0.0,0.0,0.0,0.0193870089625219,0.048419402489273,0.0174047782804923,0.0440316205252601,0.0224170162872156,0.0577881221866175,0
peptide_nm_269,3.0067599874279773,2.0045066582853184,1.0022533291426592,1.0022533291426592,0.0,0.0,1.0022533291426592,2.0045066582853184,0.0,2.0045066582853184,4.009013316570637,1.0022533291426592,1.0022533291426592,0.0,0.0,2.0045066582853184,2.0045066582853184,0.0,2.0045066582853184,2.0045066582853184,0.0224711957806662,0.0096907994009705,-0.004983190844503,-0.0071498544214989,-0.0111002209475901,-0.0111820581107038,0
peptide_nm_270,1.0506411741865165,2.101282348373033,0.0,0.0,0.0,1.0506411741865165,2.101282348373033,1.0506411741865165,0.0,1.0506411741865165,1.0506411741865165,1.0506411741865165,0.0,0.0,0.0,0.0,2.101282348373033,1.0506411741865165,1.0506411741865165,0.0,0.0004859820035631,-0.0085139459094283,-0.0437319970194109,-0.0461146273561573,0.0217737114479716,0.0254597026469454,0
peptide_nm_271,1.6848952877977228,0.8424476438988614,0.8424476438988614,0.8424476438988614,0.0,0.8424476438988614,0.8424476438988614,1.6848952877977228,0.0,0.0,0.0,1.6848952877977228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120772979099963,0.0301080934621712,0.0188330416652774,0.0324017890050203,0.0295256353812295,0.0346064986774436,0
peptide_nm_272,1.9965631857892476,0.0,1.9965631857892476,0.0,0.0,0.0,0.0,4.991407964473118,0.0,0.0,0.0,0.9982815928946236,0.0,1.9965631857892476,0.0,0.0,0.0,0.0,0.9982815928946236,0.0,-0.0051820259187243,0.0051888775527664,-0.0011220223029737,-0.0010489823529262,0.0041557832879223,-0.0002732231606881,0
peptide_nm_273,0.9230873378264656,0.9230873378264656,0.0,0.0,0.9230873378264656,0.9230873378264656,0.0,1.8461746756529316,0.0,2.769262013479397,8.307786040438192,0.0,0.0,0.0,0.0,0.0,0.9230873378264656,0.0,0.9230873378264656,0.9230873378264656,0.0182416608510311,0.0059087656018369,0.0211559469718179,0.0164060306905415,0.0084190203690891,0.0067812376892175,0
peptide_nm_274,2.023899301644187,1.0119496508220935,0.0,0.0,1.0119496508220935,1.0119496508220935,2.023899301644187,3.0358489524662806,0.0,0.0,3.0358489524662806,1.0119496508220935,0.0,2.023899301644187,1.0119496508220935,3.0358489524662806,1.0119496508220935,0.0,0.0,1.0119496508220935,-0.0027677557288254,-0.001171952436862,-0.0117588513191981,-0.0159866792960417,0.0054271794055007,0.0143084085533331,0
peptide_nm_275,0.0,0.0,1.027654341251462,1.027654341251462,0.0,1.027654341251462,0.0,1.027654341251462,0.0,0.0,2.055308682502924,0.0,2.055308682502924,0.0,1.027654341251462,0.0,3.0829630237543864,0.0,0.0,1.027654341251462,-0.0036371989060549,-0.0044400043263347,-0.0123074290869313,-0.013815414003995,0.0033992883998766,0.0031464166719774,0
peptide_nm_276,0.855803259154044,0.0,0.0,0.0,0.0,0.855803259154044,0.0,0.0,0.0,0.0,6.846426073232352,0.0,0.0,0.0,0.0,0.0,0.855803259154044,0.0,0.0,0.0,0.0289022975850237,0.0184869811819941,0.0299336319745109,0.0176877915748627,0.0299734373361791,0.0192126011933853,0
peptide_nm_277,5.089173763167939,3.053504257900763,0.0,5.089173763167939,1.0178347526335878,4.071339010534351,6.107008515801526,6.107008515801526,1.0178347526335878,3.053504257900763,5.089173763167939,1.0178347526335878,2.035669505267176,6.107008515801526,3.053504257900763,2.035669505267176,2.035669505267176,0.0,4.071339010534351,2.035669505267176,-0.004343031012967,0.0013512018716937,-0.0062743727208825,-0.0095204288301109,-0.0010923115300175,0.0020441895886965,0
peptide_nm_278,1.010639345796055,0.0,0.0,0.0,0.0,1.010639345796055,0.0,1.010639345796055,1.010639345796055,0.0,0.0,0.0,0.0,1.010639345796055,3.031918037388165,2.02127869159211,3.031918037388165,0.0,0.0,1.010639345796055,-0.0003954330778218,-0.0014434093666676,0.0053614748827865,-0.0004314709349634,-0.0105381463904118,-0.0031923609089767,0
