,Moran_CIDH920105.lag1,Moran_CIDH920105.lag2,Moran_CIDH920105.lag3,Moran_BHAR880101.lag1,Moran_BHAR880101.lag2,Moran_BHAR880101.lag3,Moran_CHAM820101.lag1,Moran_CHAM820101.lag2,Moran_CHAM820101.lag3,Moran_CHAM820102.lag1,Moran_CHAM820102.lag2,Moran_CHAM820102.lag3,Moran_CHOC760101.lag1,Moran_CHOC760101.lag2,Moran_CHOC760101.lag3,Moran_BIGC670101.lag1,Moran_BIGC670101.lag2,Moran_BIGC670101.lag3,Moran_CHAM810101.lag1,Moran_CHAM810101.lag2,Moran_CHAM810101.lag3,Moran_DAYM780201.lag1,Moran_DAYM780201.lag2,Moran_DAYM780201.lag3,y
peptide_nm_11,-0.023070933944338,-0.1821773684384623,-0.3974664219835156,0.1166809682741356,-0.1730796913438714,0.0736500388750874,-0.2040355215879369,-0.2978569371858113,-0.1692822319391581,-0.0922610052442422,-0.2910573073526967,-0.441048709638888,-0.2632212084070997,-0.268666509848588,-0.1117050251940624,-0.1896884062798646,-0.3188599448151925,-0.0130432334210735,0.0419814635860492,-0.2152661864183431,0.1419397346920847,-0.2701190489692377,-0.0128773529948519,-0.3559344909323926,0
peptide_nm_12,-0.0527150387544858,0.0846944288918235,-0.0820741550868239,-0.1468669943444262,0.042532769358016,-0.1285161065309578,-0.0901188623350657,0.165419515186159,0.1223846826277007,0.0563256968466862,-0.1290279070358284,0.128016363604793,-0.1454996876951906,0.1567509889652301,0.1352008255709747,-0.0245820186226402,0.2407178425017952,0.1447679536426503,0.1104470233794979,0.1669466775289361,0.2621349438719625,-0.2467898158107466,0.1482430091148182,-0.2480093438045446,0
peptide_nm_13,-0.1812983266259565,0.0140923219523953,-0.1210592415351135,0.0853425763770805,0.2350805993369208,-0.0869469068497147,0.2149183955997692,-0.0077020305097246,-0.0978256366081471,-0.0198907058845282,-0.0745365128721087,0.0398913046563816,0.3195766076067601,0.0541501395145693,-0.124905415084638,0.2491695564326894,-0.0091898473853263,-0.2108436926871421,0.3489693593314764,0.1546187970700505,-0.3890486393829013,-0.1490065841331663,-0.1107078029018957,-0.0620556235210568,0
peptide_nm_14,-0.3247838861088707,0.0136351346456696,0.1288175804591222,-0.3791174579217062,-0.1817057005419404,0.2437163592526621,-0.602193254345909,0.3723016748979982,-0.3053860178788146,0.1435748335761069,0.145342632213972,-0.5228852854801188,-0.5957670639369904,0.4281432518192278,-0.4576585274697894,-0.4695638301706895,0.3206827905436086,-0.3034770219967292,-0.2217185411628402,0.1772683968634512,-0.2279055737601943,-0.5073697112878404,0.1268052421319369,-0.1779486039899456,0
peptide_nm_15,0.0299330933143171,-0.0916738088907037,0.0841896770923353,0.1819521823719853,0.0453298582466372,0.1807351473749941,0.178921564938632,0.2607673711558967,0.1881011184941591,0.0456692911879414,0.2412499446846351,-0.0898453360189723,0.2907775469738458,0.3655316059007875,0.1897955811538098,0.2291302078723975,0.3590716019999044,0.2060862666775298,0.4871861082737486,0.5582112359550561,0.3644943820224718,0.1301309925862479,0.1603493435383191,0.1987405023771105,0
peptide_nm_16,-0.0431878265358081,-0.0921962224528206,0.3072682227907171,0.0611365882084675,0.1560837768434795,0.0444233132331704,0.0406946257968839,0.1987559261266027,-0.0998918316809746,0.0333380736928989,-0.0469676071993205,-0.0114372702972697,0.06216457960644,0.1638467551600246,-0.0837313122923587,0.1231129204082003,0.1983263472412181,0.012195976539271,-0.0178867434138483,-0.077192316294272,0.1784479013891095,-0.1600401462676889,-0.0779333135271377,0.1432833582653256,0
peptide_nm_17,0.1593305681907747,-0.1813224889416812,0.0675661067166266,0.3105962872149462,-0.0516960232763788,-0.220451448798073,0.1152224925686848,-0.2423173326487498,-0.1098087172817437,0.2166560913134434,0.0241894791250098,-0.0688267345692403,0.1937151304911115,-0.2047485356379771,-0.1405533255344131,0.1906742365325165,-0.1227693619780487,-0.0137907681921899,0.1225134514667397,0.175078886607066,0.0732997231170766,-0.2850887534503096,-0.1095349218335582,0.0448618704699183,0
peptide_nm_18,0.3055451335137414,-0.0782703606262212,0.1053011001737117,0.0588112742907389,0.1301730716237614,-0.0952090563416609,0.1685633023092491,-0.389707521334035,0.0288256626227957,0.1336405847462018,-0.3137712953323008,-0.0066911540951526,0.0779601097509497,-0.2881154303695459,0.0350886449978894,0.2936321220559501,-0.2931397840805392,-0.0305889844522544,0.1075361928403281,0.0277886141030059,-0.1837444916966536,0.3171715448541418,-0.0260337392889241,0.0460385543343162,0
peptide_nm_19,-0.1077739810012827,-0.1313286337077671,0.2373406449096076,-0.1053178935244092,0.1610737363131201,-0.3013919004191183,0.4392562423926773,0.3873389671120368,0.3071251931549893,0.101008581025634,0.0970119236471815,0.1233391355323398,0.464604090194022,0.4241648416052314,0.2809058730991085,0.4562968928309205,0.3837191815179633,0.2897337163667855,0.3883465203335036,0.3707864156382309,0.3425751339969373,-0.1688361608206082,-0.0652234215055844,-0.0863157993120981,0
peptide_nm_20,-0.1903059691420743,0.1353397291262323,-0.3352618104521738,-0.2625891697968498,0.1021516961081907,-0.4806492896014385,-0.4327759022817056,0.0037841694418899,-0.0280393835616438,-0.025420577716837,-0.2744784449829083,-0.0349251584765936,-0.4164627563871894,0.0105878119509768,-0.1556742533285353,-0.4461009750363839,-0.0151120681175508,-0.0238139443942306,-0.0885320399108497,-0.3618793057024082,-0.1855299393398087,0.1293811980659283,-0.1928079295150667,-0.1742922951909831,0
