,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,y
peptide_nm_189,0.1358024691358024,0.0617283950617283,0.0246913580246913,0.0617283950617283,0.0,0.0493827160493827,0.0864197530864197,0.074074074074074,0.0,0.0617283950617283,0.1234567901234567,0.0493827160493827,0.0493827160493827,0.0123456790123456,0.037037037037037,0.037037037037037,0.037037037037037,0.0123456790123456,0.0246913580246913,0.0617283950617283,0
peptide_nm_190,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0
peptide_nm_191,0.0357142857142857,0.1071428571428571,0.0357142857142857,0.0357142857142857,0.0,0.0,0.1071428571428571,0.0,0.0,0.1071428571428571,0.0357142857142857,0.0714285714285714,0.0,0.0714285714285714,0.1071428571428571,0.0714285714285714,0.1071428571428571,0.0,0.0357142857142857,0.0714285714285714,0
peptide_nm_192,0.1176470588235294,0.1764705882352941,0.0588235294117647,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.0,0.0,0.2941176470588235,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0
peptide_nm_193,0.0,0.125,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.1666666666666666,0.125,0.0,0.0,0.0833333333333333,0.0416666666666666,0.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0
peptide_nm_194,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.1428571428571428,0.0,0.0952380952380952,0.238095238095238,0.0476190476190476,0.0,0.0476190476190476,0.1428571428571428,0.0,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0,0
peptide_nm_195,0.0,0.037037037037037,0.1481481481481481,0.037037037037037,0.0,0.0,0.1481481481481481,0.0,0.0,0.037037037037037,0.074074074074074,0.1481481481481481,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.074074074074074,0.0,0.037037037037037,0.1111111111111111,0
peptide_nm_196,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0
peptide_nm_197,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.1875,0.125,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.125,0
peptide_nm_198,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0,0.0,0.2142857142857142,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0
peptide_nm_199,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.0,0.1818181818181818,0.0,0.0454545454545454,0.0,0.2272727272727272,0.0,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0909090909090909,0
peptide_nm_200,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0833333333333333,0.25,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0
peptide_nm_201,0.0526315789473684,0.1578947368421052,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,0.0,0.1052631578947368,0.0,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0,0.0,0.0526315789473684,0.1052631578947368,0
peptide_nm_202,0.1666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0,0.25,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0
peptide_nm_203,0.1034482758620689,0.0344827586206896,0.1034482758620689,0.0689655172413793,0.0,0.0,0.0,0.0689655172413793,0.0,0.2758620689655172,0.0344827586206896,0.0344827586206896,0.0,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.1724137931034483,0.0,0.0,0.0,0
peptide_nm_204,0.0714285714285714,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0
peptide_nm_205,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0,0.0,0.1176470588235294,0.0588235294117647,0.0,0.0,0.0,0.1764705882352941,0.0588235294117647,0.0588235294117647,0.0,0.0,0.1176470588235294,0.0,0.1764705882352941,0.0,0
peptide_nm_206,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0
peptide_nm_207,0.0416666666666666,0.0833333333333333,0.2083333333333333,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0833333333333333,0.0,0.0416666666666666,0.0833333333333333,0.0416666666666666,0.0833333333333333,0
peptide_nm_208,0.0714285714285714,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.1428571428571428,0.0,0.2142857142857142,0.0,0.0,0.1428571428571428,0
peptide_nm_209,0.0588235294117647,0.0588235294117647,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0588235294117647,0.1764705882352941,0.1176470588235294,0.0,0.1176470588235294,0.0,0.0,0.0,0.1176470588235294,0.0,0
peptide_nm_210,0.1153846153846153,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0769230769230769,0.0,0.0384615384615384,0.1538461538461538,0.0384615384615384,0.0384615384615384,0.0,0.0769230769230769,0.0769230769230769,0.0384615384615384,0.0769230769230769,0.0,0.1538461538461538,0
peptide_nm_211,0.1153846153846153,0.0,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0,0.1153846153846153,0.0769230769230769,0.0384615384615384,0.1538461538461538,0.0384615384615384,0.1538461538461538,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0769230769230769,0
peptide_nm_212,0.0689655172413793,0.1034482758620689,0.1724137931034483,0.0,0.0,0.0689655172413793,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0689655172413793,0.0689655172413793,0.0,0.1379310344827586,0.0344827586206896,0.0344827586206896,0.0689655172413793,0.0,0.0689655172413793,0.0344827586206896,0
peptide_nm_213,0.0675675675675675,0.027027027027027,0.027027027027027,0.0405405405405405,0.027027027027027,0.027027027027027,0.0405405405405405,0.0945945945945946,0.0135135135135135,0.081081081081081,0.081081081081081,0.1351351351351351,0.027027027027027,0.0405405405405405,0.0405405405405405,0.1081081081081081,0.027027027027027,0.0,0.0135135135135135,0.081081081081081,0
peptide_nm_214,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_215,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0833333333333333,0.0,0
peptide_nm_216,0.1578947368421052,0.0526315789473684,0.1052631578947368,0.1578947368421052,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.2105263157894736,0.0526315789473684,0.0,0.0,0.0,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0526315789473684,0
peptide_nm_217,0.032258064516129,0.064516129032258,0.064516129032258,0.064516129032258,0.0,0.064516129032258,0.032258064516129,0.064516129032258,0.0,0.064516129032258,0.1290322580645161,0.1612903225806451,0.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0967741935483871,0.0967741935483871,0
peptide_nm_218,0.0,0.0769230769230769,0.2307692307692307,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0
peptide_nm_219,0.0,0.0526315789473684,0.0,0.1578947368421052,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.1578947368421052,0.1052631578947368,0.0,0.0,0.0526315789473684,0.2105263157894736,0.0526315789473684,0.0,0.0,0.0,0
peptide_nm_220,0.0869565217391304,0.0869565217391304,0.0,0.1739130434782608,0.0,0.0434782608695652,0.0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0869565217391304,0.0,0.0434782608695652,0.0434782608695652,0
peptide_nm_221,0.1428571428571428,0.0,0.0,0.0,0.0714285714285714,0.0,0.2857142857142857,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0
peptide_nm_222,0.0909090909090909,0.0,0.0,0.0,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0,0.3636363636363636,0.0,0.0,0.0454545454545454,0.1818181818181818,0.0909090909090909,0.0,0.0,0.1363636363636363,0
peptide_nm_223,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0555555555555555,0.0,0
peptide_nm_224,0.0,0.0,0.0909090909090909,0.0,0.0,0.2272727272727272,0.0,0.2272727272727272,0.0454545454545454,0.0,0.0,0.0,0.0909090909090909,0.0,0.0454545454545454,0.1818181818181818,0.0,0.0,0.0909090909090909,0.0,0
peptide_nm_225,0.0416666666666666,0.0833333333333333,0.0,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0416666666666666,0.125,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0,0.0416666666666666,0.0833333333333333,0.2083333333333333,0.0416666666666666,0.0,0.0,0.125,0
peptide_nm_226,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,0.2307692307692307,0.0,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0
peptide_nm_227,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0
peptide_nm_228,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0,0.0,0.1111111111111111,0.0,0.1666666666666666,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0
peptide_nm_229,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0714285714285714,0
peptide_nm_230,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0
peptide_nm_231,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0
peptide_nm_232,0.1379310344827586,0.0344827586206896,0.0,0.1724137931034483,0.0,0.0,0.0689655172413793,0.0344827586206896,0.0,0.0689655172413793,0.1034482758620689,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.1034482758620689,0.0344827586206896,0.0,0.0,0.1034482758620689,0
peptide_nm_233,0.0625,0.0625,0.03125,0.09375,0.0,0.03125,0.0625,0.125,0.0,0.125,0.03125,0.0625,0.0,0.0625,0.03125,0.0,0.0625,0.0,0.03125,0.125,0
peptide_nm_234,0.0952380952380952,0.0952380952380952,0.0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0,0.0476190476190476,0.1428571428571428,0.0,0.0,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0,0.0476190476190476,0.1904761904761904,0
peptide_nm_235,0.0,0.0588235294117647,0.0,0.2352941176470588,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0588235294117647,0.1176470588235294,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0,0.0588235294117647,0.0,0.0,0.1176470588235294,0
peptide_nm_236,0.1785714285714285,0.0,0.1071428571428571,0.0,0.0,0.0357142857142857,0.1071428571428571,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0,0.0714285714285714,0.0,0
peptide_nm_237,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.2941176470588235,0.0,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0,0.0,0.0588235294117647,0
peptide_nm_238,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.25,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0
peptide_nm_239,0.037037037037037,0.037037037037037,0.037037037037037,0.1111111111111111,0.0,0.1851851851851851,0.0,0.074074074074074,0.074074074074074,0.0,0.1851851851851851,0.0,0.0,0.0,0.074074074074074,0.0,0.037037037037037,0.0,0.074074074074074,0.074074074074074,0
peptide_nm_240,0.0344827586206896,0.1379310344827586,0.0344827586206896,0.0,0.0,0.0689655172413793,0.0,0.0344827586206896,0.0,0.0689655172413793,0.0689655172413793,0.1034482758620689,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,0.0689655172413793,0.0344827586206896,0.0689655172413793,0.0689655172413793,0
peptide_nm_241,0.0454545454545454,0.0454545454545454,0.0,0.0909090909090909,0.0,0.0,0.3181818181818182,0.0909090909090909,0.0,0.0,0.1363636363636363,0.0454545454545454,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0,0.0909090909090909,0
peptide_nm_242,0.0,0.0357142857142857,0.0,0.0357142857142857,0.0,0.0357142857142857,0.0,0.0,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0,0.0357142857142857,0.0714285714285714,0.0,0.1785714285714285,0.1428571428571428,0.0,0.1071428571428571,0.0714285714285714,0
peptide_nm_243,0.074074074074074,0.037037037037037,0.037037037037037,0.1111111111111111,0.037037037037037,0.0,0.037037037037037,0.074074074074074,0.0,0.074074074074074,0.0,0.1111111111111111,0.0,0.037037037037037,0.037037037037037,0.037037037037037,0.074074074074074,0.0,0.037037037037037,0.1851851851851851,0
peptide_nm_244,0.0,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0
peptide_nm_245,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0
peptide_nm_246,0.1578947368421052,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.1052631578947368,0.0526315789473684,0.0,0.1052631578947368,0.2105263157894736,0.1052631578947368,0.1052631578947368,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_247,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0,0.2307692307692307,0
peptide_nm_248,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_249,0.0909090909090909,0.0,0.0,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.1818181818181818,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0909090909090909,0
peptide_nm_250,0.125,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.125,0.0416666666666666,0.0,0.125,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0416666666666666,0.0,0.125,0
peptide_nm_251,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.2307692307692307,0
peptide_nm_252,0.0833333333333333,0.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0
peptide_nm_253,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.2307692307692307,0.2307692307692307,0.0,0.0,0.2307692307692307,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0
peptide_nm_254,0.0769230769230769,0.0576923076923076,0.0384615384615384,0.0961538461538461,0.0192307692307692,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0384615384615384,0.0961538461538461,0.0192307692307692,0.0,0.0961538461538461,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0,0.0576923076923076,0.1346153846153846,0
peptide_nm_255,0.1176470588235294,0.1176470588235294,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.1176470588235294,0
peptide_nm_256,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_257,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0
peptide_nm_258,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.1176470588235294,0.1764705882352941,0.0588235294117647,0.0,0.0588235294117647,0.1764705882352941,0.0588235294117647,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0
peptide_nm_259,0.0357142857142857,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0357142857142857,0.0714285714285714,0.0,0.0,0.1785714285714285,0.1071428571428571,0.0357142857142857,0.0357142857142857,0.0,0.1071428571428571,0.0,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.1071428571428571,0
peptide_nm_260,0.1666666666666666,0.1666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0555555555555555,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0555555555555555,0
peptide_nm_261,0.1785714285714285,0.0,0.0,0.0714285714285714,0.0357142857142857,0.0,0.1428571428571428,0.1071428571428571,0.0,0.0357142857142857,0.1071428571428571,0.0357142857142857,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0357142857142857,0.1785714285714285,0
peptide_nm_262,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.1153846153846153,0.0384615384615384,0.1153846153846153,0.1538461538461538,0.0769230769230769,0.2307692307692307,0.0,0.0,0.0384615384615384,0.0,0
peptide_nm_263,0.074074074074074,0.0,0.0,0.074074074074074,0.037037037037037,0.037037037037037,0.037037037037037,0.1111111111111111,0.037037037037037,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.037037037037037,0.0,0.037037037037037,0.074074074074074,0.0,0.074074074074074,0.037037037037037,0
peptide_nm_264,0.125,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,0.125,0.125,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0,0.0,0
peptide_nm_265,0.1818181818181818,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0
peptide_nm_266,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.1818181818181818,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0909090909090909,0
peptide_nm_267,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0555555555555555,0.0,0.1666666666666666,0.1111111111111111,0.0,0.0,0.0555555555555555,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0
peptide_nm_268,0.0,0.0,0.125,0.125,0.0,0.0,0.3125,0.0625,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0
peptide_nm_269,0.1153846153846153,0.0769230769230769,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0769230769230769,0.0,0.0769230769230769,0.1538461538461538,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0
peptide_nm_270,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0,0
peptide_nm_271,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_272,0.1538461538461538,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.3846153846153846,0.0,0.0,0.0,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0
peptide_nm_273,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0952380952380952,0.0,0.1428571428571428,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0476190476190476,0
peptide_nm_274,0.0909090909090909,0.0454545454545454,0.0,0.0,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.1363636363636363,0.0,0.0,0.1363636363636363,0.0454545454545454,0.0,0.0909090909090909,0.0454545454545454,0.1363636363636363,0.0454545454545454,0.0,0.0,0.0454545454545454,0
peptide_nm_275,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0,0.2307692307692307,0.0,0.0,0.0769230769230769,0
peptide_nm_276,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0
peptide_nm_277,0.081967213114754,0.0491803278688524,0.0,0.081967213114754,0.0163934426229508,0.0655737704918032,0.0983606557377049,0.0983606557377049,0.0163934426229508,0.0491803278688524,0.081967213114754,0.0163934426229508,0.0327868852459016,0.0983606557377049,0.0491803278688524,0.0327868852459016,0.0327868852459016,0.0,0.0655737704918032,0.0327868852459016,0
peptide_nm_278,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.2142857142857142,0.1428571428571428,0.2142857142857142,0.0,0.0,0.0714285714285714,0
peptide_nm_279,0.2083333333333333,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,0.125,0.0416666666666666,0.0,0.125,0.0,0.0,0.0833333333333333,0.2083333333333333,0.0833333333333333,0.0,0.0,0.0416666666666666,0.0,0
peptide_nm_280,0.2222222222222222,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0.0,0
peptide_nm_281,0.1428571428571428,0.0714285714285714,0.0,0.1428571428571428,0.0,0.2857142857142857,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0
peptide_nm_282,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0,0
peptide_nm_283,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.1666666666666666,0
peptide_nm_284,0.0,0.0,0.0476190476190476,0.0,0.0,0.0952380952380952,0.1428571428571428,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.1904761904761904,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0,0.0476190476190476,0
peptide_nm_285,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0
