,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,y
peptide_nm_43,0.25,0.3333333333333333,0.25,0.0833333333333333,0.0833333333333333,0
peptide_nm_44,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1666666666666666,0.1666666666666666,0
peptide_nm_45,0.4827586206896552,0.0344827586206896,0.1034482758620689,0.1379310344827586,0.2413793103448276,0
peptide_nm_46,0.4,0.0333333333333333,0.1833333333333333,0.1833333333333333,0.2,0
peptide_nm_47,0.38,0.02,0.26,0.16,0.18,0
peptide_nm_48,0.4615384615384615,0.0,0.1538461538461538,0.0769230769230769,0.3076923076923077,0
peptide_nm_49,0.4375,0.0,0.125,0.375,0.0625,0
peptide_nm_50,0.3181818181818182,0.0909090909090909,0.1363636363636363,0.1363636363636363,0.3181818181818182,0
peptide_nm_51,0.2962962962962963,0.074074074074074,0.1851851851851851,0.074074074074074,0.3703703703703703,0
peptide_nm_52,0.6111111111111112,0.1111111111111111,0.1666666666666666,0.1111111111111111,0.0,0
peptide_nm_53,0.375,0.125,0.1666666666666666,0.0833333333333333,0.25,0
peptide_nm_54,0.5833333333333334,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,0
peptide_nm_55,0.4705882352941176,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.2941176470588235,0
peptide_nm_56,0.4482758620689655,0.1034482758620689,0.0689655172413793,0.1379310344827586,0.2413793103448276,0
peptide_nm_57,0.5,0.0,0.0,0.0833333333333333,0.4166666666666667,0
peptide_nm_58,0.3846153846153846,0.0769230769230769,0.1923076923076923,0.1153846153846153,0.2307692307692307,0
peptide_nm_59,0.6111111111111112,0.1111111111111111,0.0555555555555555,0.0,0.2222222222222222,0
peptide_nm_60,0.46875,0.03125,0.15625,0.125,0.21875,0
peptide_nm_61,0.3333333333333333,0.0416666666666666,0.125,0.2916666666666667,0.2083333333333333,0
peptide_nm_62,0.5454545454545454,0.0,0.0,0.0909090909090909,0.3636363636363636,0
peptide_nm_63,0.2631578947368421,0.0526315789473684,0.1052631578947368,0.2105263157894736,0.3684210526315789,0
peptide_nm_64,0.2692307692307692,0.1923076923076923,0.1538461538461538,0.0769230769230769,0.3076923076923077,0
peptide_nm_65,0.3888888888888889,0.0555555555555555,0.2222222222222222,0.0,0.3333333333333333,0
peptide_nm_66,0.217391304347826,0.0434782608695652,0.1304347826086956,0.0869565217391304,0.5217391304347826,0
peptide_nm_67,0.238095238095238,0.1428571428571428,0.238095238095238,0.3333333333333333,0.0476190476190476,0
peptide_nm_68,0.3125,0.0625,0.25,0.1875,0.1875,0
peptide_nm_69,0.5862068965517241,0.1034482758620689,0.1379310344827586,0.0,0.1724137931034483,0
peptide_nm_70,0.4166666666666667,0.0,0.1666666666666666,0.1666666666666666,0.25,0
